"mode", "seed", "ncat", "p11", "p12", "p13", "th10", "th11", "th12", "a_iinfo1", "method", "p21", "p22", "p23", "rmse_p", "rmse_ii", "rmse_iic", "rmse_t", "rmse_tt", "th20", "th21", "th22", "a_iinfo2", "difai", "dth0", "dth1", "dth2"
"G2P", 1703, 3, 1, -0.28393004614517, 0.27474308485681, -0.826142093949979, -0.00249652744226187, 0.821935281954582, 0.995767209487939, 1, 1.3551, -0.2754, 0.2662, 0.0889006790045872, 0.0325651109449103, 0.0388531940423738, 0.0590655528018352, 0.000343261186764792, -0.753682324159932, -0.00298197206802092, 0.74971641538325, 0.984908426362056, 0.0108587831258825, -0.0724597697900476, 0.000485444625759052, 0.0722188665713314
"G2P", 1703, 3, 1, -0.28393004614517, 0.27474308485681, -0.826142093949979, -0.00249652744226187, 0.821935281954582, 0.995767209487939, 2, 1.3524, -0.2717, 0.2629, 0.0906706667376233, 0.0331032023129959, 0.0387387297105549, 0.0607795614202948, 0.000250028894134028, -0.751492772553026, -0.00285012169533136, 0.747707126613036, 0.979246241958558, 0.0165209675293807, -0.0746493213969537, 0.000353594253069489, 0.0742281553415459
"G2P", 1703, 3, 1, -1.26580376302707, -0.293484101647757, -1.22814182355407, -0.400866410240556, 0.541088840022289, 0.804065479351615, 0, 1.1528, -1.3982, -0.1715, 0.0115771393294206, 0.139139642972185, 0.0719951865652939, 0.04968934518602, 0.0175854746033023, -1.14575723585604, -0.425736026925314, 0.539916257050699, 0.755536881300291, 0.0485285980513236, -0.0823845876980294, 0.0248696166847577, 0.00117258297158929
"G2P", 1703, 3, 1, -1.26580376302707, -0.293484101647757, -1.22814182355407, -0.400866410240556, 0.541088840022289, 0.804065479351615, 1, 1.2409, -1.1752, -0.3616, 0.0769747057492821, 0.0333469065444921, 0.0350511612455744, 0.0840673747220831, 0.0406207152133052, -1.10608786853659, -0.458312776608508, 0.486273536194788, 0.789942860020148, 0.0141226193314661, -0.122053955017473, 0.0574463663679514, 0.0548153038275004
"G2P", 1703, 3, 1, -1.26580376302707, -0.293484101647757, -1.22814182355407, -0.400866410240556, 0.541088840022289, 0.804065479351615, 2, 1.228, -1.1543, -0.3255, 0.0726054545249386, 0.0389516861331577, 0.0339050736292207, 0.0861371399845582, 0.0261671365050891, -1.09040401157365, -0.437872329574522, 0.497297542493513, 0.789136370597411, 0.0149291087542037, -0.137737811980416, 0.0370059193339652, 0.0437912975287761
"G2P", 1703, 3, 1, -1.14381927312856, -0.439877598634804, -1.2201873953063, -0.419432726951216, 0.510564759369613, 0.822363565736346, 0, 1.1936, -1.3173, -0.2769, 0.013029852359586, 0.154256387287171, 0.0838171254549683, 0.0506159410924901, 0.0234649944247508, -1.13904569507312, -0.452617240307708, 0.509708584972673, 0.772959592508256, 0.04940397322809, -0.0811417002331731, 0.0331845133564917, 0.00085617439694019
"G2P", 1703, 3, 1, -1.14381927312856, -0.439877598634804, -1.2201873953063, -0.419432726951216, 0.510564759369613, 0.822363565736346, 1, 1.31, -1.1061, -0.4661, 0.0783030947898099, 0.0349847770034218, 0.0374560980938797, 0.0824608615997473, 0.0515396662226438, -1.1097902768107, -0.492320821923462, 0.456720698169673, 0.80736630545384, 0.0149972602825066, -0.110397118495602, 0.0728880949722454, 0.0538440611999402
"G2P", 1703, 3, 1, -1.14381927312856, -0.439877598634804, -1.2201873953063, -0.419432726951216, 0.510564759369613, 0.822363565736346, 2, 1.3001, -1.0797, -0.4393, 0.0769120256001001, 0.0398442332683536, 0.0364747172222913, 0.0838278903080628, 0.0382845254000674, -1.09334256544757, -0.473575222001009, 0.465173956904846, 0.807715811946818, 0.0146477537895285, -0.126844829858728, 0.0541424950497926, 0.0453908024647665
"G2P", 1703, 3, 1, -0.565194605089549, -0.0605018862963589, -0.968441678363046, -0.170612113445072, 0.681636049183778, 0.974838327876851, 0, 1.2481, -0.7621, 0.1357, 0.0140823470273319, 0.161821073779681, 0.0974713998709617, 0.0237209026289725, 0.0116638881163004, -0.93195185344216, -0.187107342209147, 0.672446720053559, 0.923182111578605, 0.0516562162982455, -0.0364898249208865, 0.0164952287640744, 0.00918932913021875
"G2P", 1703, 3, 1, -0.565194605089549, -0.0605018862963589, -0.968441678363046, -0.170612113445072, 0.681636049183778, 0.974838327876851, 1, 1.3694, -0.5709, -0.0541, 0.0867442275745357, 0.0331564633221699, 0.0388769632024767, 0.0620497948305876, 0.023580594723672, -0.888282817182049, -0.203960110312113, 0.618287811681259, 0.963120369143605, 0.011717958733246, -0.0801588611809969, 0.0333479968670404, 0.0633482375025192
"G2P", 1703, 3, 1, -0.565194605089549, -0.0605018862963589, -0.968441678363046, -0.170612113445072, 0.681636049183778, 0.974838327876851, 2, 1.3662, -0.5574, -0.0465, 0.0879820661061885, 0.0342412591397542, 0.0386084285588891, 0.0631991665891998, 0.0185746309498673, -0.881249995381511, -0.19688060845045, 0.620890838988173, 0.959261467004509, 0.0155768608723418, -0.087191682981535, 0.0262684950053775, 0.0607452101956051
"G2P", 1703, 3, 1, -0.606963068705711, 1.16743644950945, -0.827107849284361, 0.128486798790016, 1.06084990306907, 0.781766655724661, 0, 1.0807, -0.6487, 1.2097, 0.00674765225676451, 0.0820911520541939, 0.0401400564308511, 0.0204600492684746, 0.00272124029559536, -0.817484624230401, 0.132335213722523, 1.02696149664042, 0.745743327638179, 0.0360233280864827, -0.00962322505395974, -0.00384841493250712, 0.0338884064286493
"G2P", 1703, 3, 1, -0.606963068705711, 1.16743644950945, -0.827107849284361, 0.128486798790016, 1.06084990306907, 0.781766655724661, 1, 1.0893, -0.5024, 1.0333, 0.0578711391911796, 0.0211145876800447, 0.0244831323692199, 0.0649158846208786, 0.00334111610423785, -0.76670510152029, 0.133211850498093, 0.966132438062661, 0.775553194955553, 0.00621346076910845, -0.0604027477640704, -0.00472505170807633, 0.094717465006406
"G2P", 1703, 3, 1, -0.606963068705711, 1.16743644950945, -0.827107849284361, 0.128486798790016, 1.06084990306907, 0.781766655724661, 2, 1.0814, -0.526, 1.0504, 0.0510659619992127, 0.0249222764319058, 0.0231948456088925, 0.0622299447306805, 0.00111783991985154, -0.772347501178959, 0.130067663165232, 0.968024781432988, 0.765574445810989, 0.0161922099136719, -0.054760348105402, -0.0015808643752161, 0.0928251216360798
"G2P", 1703, 3, 1, -2.18547442188002, 0.0742001241044672, -1.43183908892545, -0.436616248573185, 0.606106021417468, 0.623976438298411, 0, 1.0359, -2.2277, 0.0976, 0.00435705582960975, 0.0496925287404722, 0.0216097568502933, 0.0579235821579081, 0.00422441065011945, -1.33169077402943, -0.442590467407618, 0.605887291406775, 0.602735850466101, 0.0212405878323098, -0.100148314896021, 0.00597421883443228, 0.00021873001069217
"G2P", 1703, 3, 1, -2.18547442188002, 0.0742001241044672, -1.43183908892545, -0.436616248573185, 0.606106021417468, 0.623976438298411, 1, 1.0358, -2.0161, 0.0347, 0.031658068585049, 0.0116878165779897, 0.0140815814540006, 0.0953421698471758, 0.000772568497973093, -1.2680715449367, -0.43552367172549, 0.584907298219481, 0.62043320214243, 0.00354323615598018, -0.163767543988759, -0.00109257684769576, 0.0211987231979871
"G2P", 1703, 3, 1, -2.18547442188002, 0.0742001241044672, -1.43183908892545, -0.436616248573185, 0.606106021417468, 0.623976438298411, 2, 1.0359, -2.0708, 0.0472, 0.0238234341978746, 0.0159517322237403, 0.0117583132458914, 0.0853744985591657, 0.00165462116521478, -1.28496839507738, -0.438956236265622, 0.589078433247974, 0.61602301581917, 0.00795342247924025, -0.146870693848079, 0.00233998769243632, 0.0170275881694939
"G2P", 1703, 3, 1, -0.860839512221541, 0.155819540641819, -1.02392693701822, -0.181655074071837, 0.711328385572176, 0.900352162352785, 0, 1.1611, -0.9749, 0.2688, 0.0113950987201688, 0.136724886266054, 0.073855692868218, 0.0257223977582909, 0.00806057989999814, -0.981768721354508, -0.193054455487006, 0.702515656442626, 0.848785270543231, 0.0515668918095539, -0.0421582156637097, 0.0113993814151693, 0.00881272912954989
"G2P", 1703, 3, 1, -0.860839512221541, 0.155819540641819, -1.02392693701822, -0.181655074071837, 0.711328385572176, 0.900352162352785, 1, 1.2339, -0.7674, 0.0685, 0.0836320092216089, 0.0312852301640234, 0.0361278188883599, 0.0693865711610985, 0.018895796981193, -0.928618987467878, -0.208377766434489, 0.643168417571277, 0.889583421116548, 0.0107687412362364, -0.0953079495503399, 0.0267226923626517, 0.0681599680008983
"G2P", 1703, 3, 1, -0.860839512221541, 0.155819540641819, -1.02392693701822, -0.181655074071837, 0.711328385572176, 0.900352162352785, 2, 1.2242, -0.7543, 0.089, 0.0819242301340892, 0.0338974173390333, 0.0353505000462011, 0.070905513749305, 0.0110031161042149, -0.919228801642358, -0.197215830094784, 0.649047257122451, 0.882198293499646, 0.0181538688531384, -0.10469813537586, 0.0155607560229465, 0.0622811284497243
"G2P", 1703, 3, 1, 0.0643725648517224, 0.37663073895532, -0.706957886014751, 0.122432571787627, 0.911447205591493, 1.0118079161717, 0, 1.2894, -0.1717, 0.6129, 0.0147671677852249, 0.165210971231579, 0.105138015081616, 0.019624774076871, 0.00964816855735547, -0.695849398762435, 0.136077142613501, 0.882364178399546, 0.96339157021454, 0.0484163459571603, -0.0111084872523159, -0.0136445708258738, 0.029083027191947
"G2P", 1703, 3, 1, 0.0643725648517224, 0.37663073895532, -0.706957886014751, 0.122432571787627, 0.911447205591493, 1.0118079161717, 1, 1.4233, 0.0065, 0.435, 0.0850572399061329, 0.0324313761038962, 0.0385759289319831, 0.0561625928653738, 0.0182063382736699, -0.645775298874785, 0.148180222295404, 0.840338415443755, 1.00059173304516, 0.0112161831265398, -0.0611825871399664, -0.0257476505077764, 0.071108790147738
"G2P", 1703, 3, 1, 0.0643725648517224, 0.37663073895532, -0.706957886014751, 0.122432571787627, 0.911447205591493, 1.0118079161717, 2, 1.4233, 0.0042, 0.4247, 0.0869589766518084, 0.0329332729725, 0.0384443174549302, 0.057276398028782, 0.0152598162272603, -0.646741576391408, 0.14401321085554, 0.835618257384225, 0.997810495892274, 0.0139974202794266, -0.0602163096233433, -0.0215806390679125, 0.075828948207268
"G2P", 1703, 3, 1, 0.577816851468569, 1.35198079200656, -0.456603641853327, 0.504650370437831, 1.31238062329481, 0.753734730470192, 0, 1.1717, 0.4259, 1.5244, 0.0125570931812304, 0.150156002360493, 0.0782736765696141, 0.0637472172237137, 0.0258304876548287, -0.457024964131102, 0.541180196402, 1.20818601012374, 0.705747048806091, 0.0479876816641015, 0.000421322277775249, -0.0365298259641695, 0.104194613171064
"G2P", 1703, 3, 1, 0.577816851468569, 1.35198079200656, -0.456603641853327, 0.504650370437831, 1.31238062329481, 0.753734730470192, 1, 1.2883, 0.6099, 1.3028, 0.0730536532938365, 0.0353633191973492, 0.0361983720826822, 0.0916365502301887, 0.0590908789749364, -0.407039424751137, 0.588217492896733, 1.18687486071294, 0.737765797827462, 0.01596893264273, -0.0495642171021902, -0.0835671224589022, 0.125505762581865
"G2P", 1703, 3, 1, 0.577816851468569, 1.35198079200656, -0.456603641853327, 0.504650370437831, 1.31238062329481, 0.753734730470192, 2, 1.2749, 0.5744, 1.2735, 0.0699196754566316, 0.0422368831357567, 0.0349047042179442, 0.093643833693371, 0.0423611704729272, -0.41770602316595, 0.564558112238643, 1.16675940059992, 0.7404907207639, 0.0132440097062916, -0.038897618687377, -0.0599077418008124, 0.145621222694887
"G2P", 1703, 3, 1, -2.02544818810955, 0.175784042068986, -1.3738768466035, -0.3876205550783, 0.643152766701852, 0.647180056537266, 0, 1.0413, -2.0641, 0.2009, 0.00461842192420623, 0.0537595242768382, 0.0237298903079629, 0.049499011469997, 0.00426490175470375, -1.28835716352871, -0.39365203698199, 0.642473471219179, 0.623807710034976, 0.02337234650229, -0.0855196830747948, 0.00603148190369085, 0.000679295482673536
"G2P", 1703, 3, 1, -2.02544818810955, 0.175784042068986, -1.3738768466035, -0.3876205550783, 0.643152766701852, 0.647180056537266, 1, 1.0402, -1.8547, 0.1301, 0.0356816679387605, 0.0129151794559386, 0.015698782925826, 0.089354204062028, 0.00149987464650191, -1.22117461364317, -0.385499412011357, 0.618051966880084, 0.643496615994626, 0.00368344054263914, -0.152702232960336, -0.00212114306694255, 0.0251007998217685
"G2P", 1703, 3, 1, -2.02544818810955, 0.175784042068986, -1.3738768466035, -0.3876205550783, 0.643152766701852, 0.647180056537266, 2, 1.0397, -1.9075, 0.1424, 0.0274582097482108, 0.0168585446636387, 0.0132357364193355, 0.0795725708133945, 0.00128501937962113, -1.23768739337973, -0.389437846912872, 0.622069304971022, 0.638125117067806, 0.00905493946945934, -0.136189453223774, 0.00181729183457247, 0.0210834617308303
"G2P", 1703, 3, 1, 0.729150054900141, 0.913520843095702, -0.457678434974866, 0.45523440721739, 1.21350523867249, 0.844818169331395, 0, 1.2931, 0.4599, 1.1929, 0.0148501233954358, 0.167781074102882, 0.102128109552406, 0.052412877763036, 0.0382195833223844, -0.457451597767158, 0.509285060300155, 1.14056824728666, 0.801697784986384, 0.0431203843450105, -0.000226837207707165, -0.0540506530827645, 0.0729369913858304
"G2P", 1703, 3, 1, 0.729150054900141, 0.913520843095702, -0.457678434974866, 0.45523440721739, 1.21350523867249, 0.844818169331395, 1, 1.4528, 0.6239, 1.0165, 0.0724282772154858, 0.0341016748102313, 0.0376765798643908, 0.0807395664707608, 0.0702111043177387, -0.410939820446423, 0.554527903172728, 1.12682804239465, 0.829717955009629, 0.0151002143217659, -0.0467386145284422, -0.0992934959553383, 0.0866771962778452
"G2P", 1703, 3, 1, 0.729150054900141, 0.913520843095702, -0.457678434974866, 0.45523440721739, 1.21350523867249, 0.844818169331395, 2, 1.4518, 0.6117, 0.9966, 0.0733640364666188, 0.0365810240570063, 0.0371275094641423, 0.0796438726623779, 0.0626232393146694, -0.415107151664017, 0.543797041575932, 1.11668692950152, 0.832540868779021, 0.0122773005523737, -0.0425712833108487, -0.0885626343585414, 0.096818309170972
"G2P", 1703, 3, 1, 0.498561864542645, 0.566007335811009, -0.559027987054014, 0.299826024669654, 1.05585204248419, 0.963171936691387, 0, 1.3344, 0.2019, 0.8654, 0.0151997270308653, 0.166696293370616, 0.109389741033515, 0.0344435290362988, 0.0275423448826908, -0.555414272583215, 0.338776782342313, 1.01080928921719, 0.921310950891813, 0.0418609857995741, -0.00361371447079917, -0.0389507576726585, 0.0450427532670068
"G2P", 1703, 3, 1, 0.498561864542645, 0.566007335811009, -0.559027987054014, 0.299826024669654, 1.05585204248419, 0.963171936691387, 1, 1.4897, 0.3619, 0.7017, 0.0767927726239554, 0.0321563426822665, 0.0371897551698818, 0.0636503128978884, 0.0474227176730458, -0.509074909804492, 0.366891875167466, 0.984012298843882, 0.950057517624471, 0.0131144190669163, -0.0499530772495212, -0.0670658504978117, 0.0718397436403126
"G2P", 1703, 3, 1, 0.498561864542645, 0.566007335811009, -0.559027987054014, 0.299826024669654, 1.05585204248419, 0.963171936691387, 2, 1.4909, 0.3557, 0.69, 0.0778458045034829, 0.033178145896612, 0.0370213580173082, 0.0631363420661005, 0.0432495597704315, -0.511571945272017, 0.360990138663664, 0.978615598196694, 0.951284728354888, 0.0118872083364996, -0.0474560417819967, -0.06116411399401, 0.0772364442875
"G2P", 1703, 3, 1, -0.929086045317967, -0.216191963105505, -1.10979304689148, -0.304624091529997, 0.593751621384936, 0.891083272869102, 0, 1.2012, -1.0936, -0.0561, 0.013074918940974, 0.154944697988405, 0.086353916608516, 0.036894358185798, 0.0172887301397029, -1.05088779054054, -0.329074048169773, 0.589757701960594, 0.838665883596228, 0.0524173892728743, -0.0589052563509471, 0.0244499566397763, 0.00399391942434202
"G2P", 1703, 3, 1, -0.929086045317967, -0.216191963105505, -1.10979304689148, -0.304624091529997, 0.593751621384936, 0.891083272869102, 1, 1.3105, -0.8872, -0.2511, 0.0835019973170823, 0.0339944484973434, 0.0380478136893246, 0.0732387587294062, 0.0376232301867595, -1.01137996740463, -0.357831373920397, 0.533955315251405, 0.877767704770779, 0.0133155680983235, -0.0984130794868541, 0.0532072823904001, 0.0597963061335305
"G2P", 1703, 3, 1, -0.929086045317967, -0.216191963105505, -1.10979304689148, -0.304624091529997, 0.593751621384936, 0.891083272869102, 2, 1.3024, -0.8661, -0.2301, 0.0828116886573372, 0.0372309975774823, 0.0373353751294832, 0.0744807039269821, 0.0273781695065241, -0.998721782443499, -0.343342670159073, 0.540778310602561, 0.875157276242166, 0.0159259966269363, -0.111071264447985, 0.0387185786290759, 0.052973310782375
"G2P", 1703, 3, 1, -0.663449436369204, 0.32002605066858, -0.937030816605769, -0.088989028824574, 0.784121169634367, 0.926701219454305, 0, 1.1692, -0.7799, 0.4363, 0.0116026053502574, 0.138339778070077, 0.0762361949917306, 0.0195434362994268, 0.00412554026303074, -0.906900174534057, -0.0948234238166683, 0.769840345057618, 0.874555642966796, 0.0521455764875091, -0.0301306420717119, 0.00583439499209434, 0.0142808245767485
"G2P", 1703, 3, 1, -0.663449436369204, 0.32002605066858, -0.937030816605769, -0.088989028824574, 0.784121169634367, 0.926701219454305, 1, 1.2425, -0.5758, 0.2343, 0.0854896007125122, 0.0310151847984357, 0.0366328483367199, 0.0659214530785921, 0.00964988609341532, -0.850898895775362, -0.102636028613237, 0.710419300330992, 0.916798133256071, 0.00990308619823443, -0.0861319208304072, 0.0136469997886635, 0.0737018693033749
"G2P", 1703, 3, 1, -0.663449436369204, 0.32002605066858, -0.937030816605769, -0.088989028824574, 0.784121169634367, 0.926701219454305, 2, 1.234, -0.5694, 0.2453, 0.084706215252605, 0.0328526758716203, 0.0361012744706802, 0.0672489000136522, 0.00561567515703335, -0.845345690281034, -0.0969307927935322, 0.712720821911002, 0.908106678760579, 0.0185945406937263, -0.0916851263247348, 0.00794176396895822, 0.0714003477233646
