"mode", "seed", "ncat", "p11", "p12", "p13", "p14", "th10", "th11", "th12", "th13", "info", "p21", "p22", "p23", "p24", "rmse_p", "rmse_ii", "rmse_iic", "rmse_t", "rmse_tt", "th20", "th21", "th22", "th23", "dth0", "dth1", "dth2", "dth3"
"Gn2P", 1701, 4, 1, -0.683015891334755, -0.496421215190855, 0.251778708542598, -1.1503024968854, -0.508498071915007, 0.0853130230684216, 0.825441182009184, 2, 1.5546, -0.9005, -0.3429, 0.2689, 0.00700832829826641, 0.0399187059469024, 0.0140391941112186, 0.0704174634985933, 0.0778700920452558, -1.12197846948066, -0.431752861639022, -0.0255987725400921, 0.796441657384311, -0.0283240274047392, -0.0767452102759847, 0.110911795608514, 0.028999524624873
"Gn2P", 1701, 4, 1, 0.0942909777492569, 0.841045215808977, 1.139784701832, -0.663790781645329, 0.140571744310744, 0.758920307551361, 1.38220675526272, 0, 1.3827, -0.0861, 0.772, 1.4293, 0.00259706118754658, 0.0533504984542402, 0.0162381260468159, 0.0518919435297314, 0.0533826114051982, -0.682765067176674, 0.216251888435995, 0.705801333667293, 1.33905629639574, 0.0189742855313449, -0.0756801441252518, 0.0531189738840681, 0.0431504588669822
"Gn2P", 1701, 4, 1, 0.0942909777492569, 0.841045215808977, 1.139784701832, -0.663790781645329, 0.140571744310744, 0.758920307551361, 1.38220675526272, 1, 1.5036, 0.3324, 0.6679, 1.2551, 0.0171634141606617, 0.0300116718695882, 0.0188465088499963, 0.140397316802557, 0.132551261140063, -0.524803050190482, 0.34451918815447, 0.653492841305254, 1.29963238710285, -0.138987731454848, -0.203947443843726, 0.105427466246107, 0.0825743681598712
"Gn2P", 1701, 4, 1, 0.0942909777492569, 0.841045215808977, 1.139784701832, -0.663790781645329, 0.140571744310744, 0.758920307551361, 1.38220675526272, 2, 1.5099, 0.1063, 0.7014, 1.3424, 0.00834651334084184, 0.034446586157418, 0.0124827798890429, 0.0795578268496097, 0.0862847616414653, -0.618752078091333, 0.275008540276216, 0.69363686275016, 1.35131782262121, -0.0450387035539962, -0.134436795965472, 0.065283444801201, 0.0308889326415089
"Gn2P", 1701, 4, 1, -1.2962157712798, 0.456785988985529, 0.836484721966712, -1.14190736578204, -0.308135497608305, 0.414998094674457, 1.14352497503696, 0, 1.2958, -1.2809, 0.2666, 1.0711, 0.00201035113859011, 0.0364677585572804, 0.012028165940805, 0.0428886277156725, 0.0170912274199332, -1.21587891298055, -0.28018669372436, 0.405241326479178, 1.11175049486445, 0.0739715471985067, -0.0279488038839453, 0.00975676819527832, 0.0317744801725168
"Gn2P", 1701, 4, 1, -1.2962157712798, 0.456785988985529, 0.836484721966712, -1.14190736578204, -0.308135497608305, 0.414998094674457, 1.14352497503696, 1, 1.4495, -2.2207, 0.183, 0.8483, 0.0191262193784204, 0.0261259503627257, 0.0259045268559027, 0.360053895518191, 0.118631730937083, -1.82710731932808, -0.499720710398571, 0.340731217834955, 1.06084612879189, 0.68519995354604, 0.191585212790266, 0.0742668768395021, 0.0826788462450723
"Gn2P", 1701, 4, 1, -1.2962157712798, 0.456785988985529, 0.836484721966712, -1.14190736578204, -0.308135497608305, 0.414998094674457, 1.14352497503696, 2, 1.3391, -1.3687, 0.3316, 1.0234, 0.0046357329674468, 0.0346510232094096, 0.0117517417450203, 0.0743113969036205, 0.0144524849440808, -1.28396472005391, -0.284754357639802, 0.423939305831226, 1.10772246153344, 0.142057354271868, -0.0233811399685028, -0.00894121115676899, 0.0358025135035243
"Gn2P", 1701, 4, 1, 0.00946952877470287, 0.277708499827166, 1.91466583762641, -0.746570609611927, 0.0408451536241677, 0.724385007142561, 1.47373671860386, 0, 1.3633, -0.2381, 0.4911, 1.8843, 0.00190001959141257, 0.0353403903525814, 0.011935122267684, 0.0563993632334598, 0.0279723807032784, -0.744860634100798, 0.0799051486482471, 0.695720062779344, 1.57558595242367, -0.00170997551112873, -0.0390599950240794, 0.0286649443632169, -0.101849233819813
"Gn2P", 1701, 4, 1, 0.00946952877470287, 0.277708499827166, 1.91466583762641, -0.746570609611927, 0.0408451536241677, 0.724385007142561, 1.47373671860386, 1, 1.5687, 0.0857, 0.4619, 2.7367, 0.0169578857521105, 0.0169113745028429, 0.0233715238548985, 0.394524381049359, 0.115154619795741, -0.634345667971508, 0.193058765381513, 0.853275564503017, 2.22886700674122, -0.112224941640419, -0.152213611757346, -0.128890557360456, -0.755130288137365
"Gn2P", 1701, 4, 1, 0.00946952877470287, 0.277708499827166, 1.91466583762641, -0.746570609611927, 0.0408451536241677, 0.724385007142561, 1.47373671860386, 2, 1.4287, -0.1412, 0.4148, 1.934, 0.00576318735322497, 0.0313473675177814, 0.0108358401159142, 0.0924118206251402, 0.0335833934175556, -0.715000476048667, 0.090240963699727, 0.693667147723418, 1.64630430562847, -0.0315701335632593, -0.0493958100755592, 0.030717859419143, -0.172567587024607
"Gn2P", 1701, 4, 1, -1.12190686607833, -0.555400536215002, -0.324189223028158, -1.33541592224597, -0.720235732117068, -0.133622604217363, 0.637793274645502, 0, 1.4721, -1.3369, -0.6438, -0.0316, 0.0025537538622511, 0.0559384530231355, 0.0169988943504756, 0.0555785811613655, 0.063960580157588, -1.33176758152613, -0.659354668719933, -0.226177255974688, 0.646144137076903, -0.00364834071984066, -0.0608810633971357, 0.0925546517573248, -0.00835086243140115
"Gn2P", 1701, 4, 1, -1.12190686607833, -0.555400536215002, -0.324189223028158, -1.33541592224597, -0.720235732117068, -0.133622604217363, 0.637793274645502, 1, 1.7318, -1.0777, -0.5182, -0.3465, 0.0154468558042042, 0.0234314085910217, 0.0212621452034647, 0.130709272704304, 0.134047174887234, -1.27432996408487, -0.586824621016598, -0.32364210511315, 0.534341709585586, -0.0610859581611032, -0.133411111100471, 0.190019500895787, 0.103451565059916
"Gn2P", 1701, 4, 1, -1.12190686607833, -0.555400536215002, -0.324189223028158, -1.33541592224597, -0.720235732117068, -0.133622604217363, 0.637793274645502, 2, 1.6206, -1.2373, -0.6076, -0.1958, 0.00742130129472864, 0.036006391246975, 0.0128951581612272, 0.0874749891233062, 0.0973619750027908, -1.33371728912399, -0.652285581654934, -0.287962617115851, 0.591247093226669, -0.00169863312197549, -0.0679501504621346, 0.154340012898488, 0.0465461814188329
"Gn2P", 1701, 4, 1, -1.52787800867667, -0.818883608174329, -0.673519673710702, -1.54149378840952, -0.940156756026651, -0.333241699786723, 0.501803591588324, 0, 1.4353, -1.7265, -0.969, -0.3616, 0.00245136567855965, 0.0534619855749086, 0.0164104466863991, 0.0612912840724425, 0.0704713575408592, -1.53192558997043, -0.878707019241544, -0.438705279045138, 0.507828447658871, -0.00956819843908474, -0.061449736785107, 0.105463579258415, -0.00602485607054704
"Gn2P", 1701, 4, 1, -1.52787800867667, -0.818883608174329, -0.673519673710702, -1.54149378840952, -0.940156756026651, -0.333241699786723, 0.501803591588324, 1, 1.7149, -1.4198, -1.0644, -0.6872, 0.0135440696381004, 0.0204886617072445, 0.0201471288388853, 0.168950275557297, 0.182000173221459, -1.47610414000325, -0.919671826785704, -0.647808953060036, 0.399193713082756, -0.065389648406271, -0.0204849292409465, 0.314567253273312, 0.102609878505568
"Gn2P", 1701, 4, 1, -1.52787800867667, -0.818883608174329, -0.673519673710702, -1.54149378840952, -0.940156756026651, -0.333241699786723, 0.501803591588324, 2, 1.6136, -1.6136, -0.9199, -0.5439, 0.00779310932886433, 0.0308441423527535, 0.0116577445295912, 0.102526716922066, 0.114175490506602, -1.55492661651941, -0.889195690206506, -0.524320473248729, 0.449283671910448, 0.0134328281098939, -0.0509610658201441, 0.191078773462005, 0.0525199196778759
"Gn2P", 1701, 4, 1, -1.85188025323103, 0.486343733489773, 1.04970821343659, -1.29961983271605, -0.368245214012342, 0.441222784570282, 1.20659144179401, 0, 1.2327, -1.7713, 0.3095, 1.2517, 0.00187355249609625, 0.033747303779587, 0.0110326881947224, 0.0654624092451792, 0.00973118445217244, -1.4231616025396, -0.353989725673406, 0.450215498551338, 1.16665835584923, 0.123541769823545, -0.0142554883389354, -0.00899271398105633, 0.0399330859447755
"Gn2P", 1701, 4, 1, -1.85188025323103, 0.486343733489773, 1.04970821343659, -1.29961983271605, -0.368245214012342, 0.441222784570282, 1.20659144179401, 1, 1.4037, -2.2354, 0.4866, 0.9969, 0.0138742586932614, 0.0167791761311699, 0.0126736595141512, 0.256230685614293, 0.0270094110657332, -1.80269584890969, -0.384742214419314, 0.484999191868341, 1.1209021538178, 0.503076016193637, 0.0164970004069722, -0.0437764072980597, 0.0856892879762015
"Gn2P", 1701, 4, 1, -1.85188025323103, 0.486343733489773, 1.04970821343659, -1.29961983271605, -0.368245214012342, 0.441222784570282, 1.20659144179401, 2, 1.32, -2.0053, 0.4589, 1.1667, 0.0082277849977796, 0.0219920460542373, 0.00921408830031087, 0.159972124818554, 0.0363927272270988, -1.6112450068667, -0.355206347075429, 0.502893521018613, 1.17080342806939, 0.311625174150647, -0.0130388669369132, -0.0616707364483313, 0.0357880137246145
"Gn2P", 1701, 4, 1, -0.668267707688467, 0.387390220962594, 1.21900151170386, -0.946376190546649, -0.153672610437225, 0.53773233113991, 1.26220348428936, 0, 1.3079, -0.7636, 0.3572, 1.3537, 0.00162079708565414, 0.0255050203840644, 0.00831887957697058, 0.0239383372630187, 0.0243423399678597, -0.968875222037098, -0.119987943313754, 0.512375049224974, 1.25931886987295, 0.0224990314904484, -0.0336846671234707, 0.0253572819149362, 0.00288461441641008
"Gn2P", 1701, 4, 1, -0.668267707688467, 0.387390220962594, 1.21900151170386, -0.946376190546649, -0.153672610437225, 0.53773233113991, 1.26220348428936, 1, 1.3811, -0.2958, 0.5461, 1.0127, 0.0184750490013081, 0.00677911110758688, 0.0221342026164754, 0.161987580458333, 0.135618644719938, -0.774469729259649, 0.0789728661322826, 0.505277244962782, 1.11996838639948, -0.171906461287, -0.232645476569507, 0.0324550861771282, 0.142235097889878
"Gn2P", 1701, 4, 1, -0.668267707688467, 0.387390220962594, 1.21900151170386, -0.946376190546649, -0.153672610437225, 0.53773233113991, 1.26220348428936, 2, 1.3341, -0.6965, 0.3345, 1.3224, 0.00298127596164101, 0.0223197163016002, 0.00786699208418506, 0.0280643192954027, 0.0322823247881941, -0.946553383618298, -0.109464732152285, 0.503496253988237, 1.25730989751877, 0.000177193071648318, -0.0442078782849394, 0.0342360771516734, 0.00489358677058638
"Gn2P", 1701, 4, 1, -0.788894055937744, -0.13044968814064, 0.540388345274503, -1.09166537087953, -0.392424665992244, 0.234208653577917, 0.961008638005646, 0, 1.402, -0.9592, -0.1298, 0.7097, 0.00210574323252461, 0.0386232284978905, 0.0119990550663898, 0.0344922411514485, 0.0385827855613301, -1.1008722278938, -0.347409424488573, 0.184817135506685, 0.975437725208337, 0.00920685701426471, -0.0450152415036715, 0.0493915180712323, -0.014429087202691
"Gn2P", 1701, 4, 1, -0.788894055937744, -0.13044968814064, 0.540388345274503, -1.09166537087953, -0.392424665992244, 0.234208653577917, 0.961008638005646, 1, 1.5315, -0.5707, -0.4229, 0.3124, 0.0219887425812692, 0.0131917364948362, 0.0311421545062734, 0.173313475294054, 0.158982755526566, -0.941670707661339, -0.347857394110447, -0.0375270782305321, 0.813274775213084, -0.149994663218192, -0.0445672718817974, 0.271735731808449, 0.147733862792563
"Gn2P", 1701, 4, 1, -0.788894055937744, -0.13044968814064, 0.540388345274503, -1.09166537087953, -0.392424665992244, 0.234208653577917, 0.961008638005646, 2, 1.4599, -0.888, -0.118, 0.618, 0.00427649746510988, 0.0310934665054686, 0.0107720574099378, 0.0469021866278183, 0.0534194311980997, -1.08493411559714, -0.331017647806207, 0.164998213570032, 0.9471146193062, -0.0067312552823926, -0.0614070181860377, 0.0692104400078857, 0.0138940186994461
"Gn2P", 1701, 4, 1, 1.3779303157522, 1.58069370525721, 1.58662152108492, -0.278595793315211, 0.694495558328764, 1.3136648403562, 1.8393766234569, 0, 1.3757, 1.0415, 1.6375, 2.0943, 0.00281875140634693, 0.0720480567604132, 0.0219394031063144, 0.120046196335604, 0.113485376955594, -0.282679296760345, 0.859645798988162, 1.20707126475991, 1.70156918653878, 0.00408350344513414, -0.165150240659398, 0.106593575596294, 0.137807436918112
"Gn2P", 1701, 4, 1, 1.3779303157522, 1.58069370525721, 1.58662152108492, -0.278595793315211, 0.694495558328764, 1.3136648403562, 1.8393766234569, 1, 1.8969, 1.1772, 1.698, 2.117, 0.00684779398595334, 0.045014426845257, 0.0248652682527817, 0.235449197151619, 0.254981217310102, -0.240982669829215, 1.105311654948, 1.47576480427157, 1.99838696008999, -0.0376131234859965, -0.410816096619232, -0.162099963915366, -0.159010336633094
"Gn2P", 1701, 4, 1, 1.3779303157522, 1.58069370525721, 1.58662152108492, -0.278595793315211, 0.694495558328764, 1.3136648403562, 1.8393766234569, 2, 1.8094, 1.2705, 1.525, 1.8938, 0.00877395981235661, 0.0287545815057926, 0.010850612450972, 0.189032325057357, 0.214845072553069, -0.216939876165685, 1.06629473171736, 1.29815386783478, 1.81375998929449, -0.061655917149526, -0.371799173388592, 0.0155109725214266, 0.0256166341624022
"Gn2P", 1701, 4, 1, 0.322888708060086, 0.369747270328403, 0.943563940924309, -0.672633175779599, 0.0667852355745349, 0.63327963182981, 1.24723078482935, 0, 1.5283, -0.0223, 0.5012, 1.1592, 0.00266936325737644, 0.0604153126946208, 0.0185049815430984, 0.059498596341806, 0.0684699370704752, -0.677468939119424, 0.165002246987636, 0.566812982174638, 1.25574843780405, 0.00483576333982494, -0.0982170114131007, 0.0664666496551719, -0.00851765297469931
"Gn2P", 1701, 4, 1, 0.322888708060086, 0.369747270328403, 0.943563940924309, -0.672633175779599, 0.0667852355745349, 0.63327963182981, 1.24723078482935, 1, 1.7923, 0.2341, 0.5787, 0.9114, 0.012741601443133, 0.0304925482014568, 0.0202821404903184, 0.135311856327129, 0.144637370379409, -0.587095510517783, 0.307590202371018, 0.564193636889039, 1.19101161602083, -0.0855376652618153, -0.240804966796483, 0.0690859949407702, 0.0562191688085212
"Gn2P", 1701, 4, 1, 0.322888708060086, 0.369747270328403, 0.943563940924309, -0.672633175779599, 0.0667852355745349, 0.63327963182981, 1.24723078482935, 2, 1.6827, 0.1213, 0.4809, 1.0504, 0.00697678902846869, 0.0409544024058766, 0.0143905536035178, 0.0890786791459058, 0.0998179592377302, -0.629724237805468, 0.220747994457974, 0.5546263176202, 1.24440370218223, -0.0429089379741302, -0.153962758883439, 0.0786533142096094, 0.0028270826471275
"Gn2P", 1701, 4, 1, -0.0640543914627885, 0.25895232735461, 0.743426708569728, -0.804672456469731, -0.0883594095412528, 0.489361065788659, 1.13371310792973, 0, 1.491, -0.3305, 0.2998, 0.9699, 0.00257967203483824, 0.0555275580576714, 0.0168381373487122, 0.0503127669871013, 0.0577664430994826, -0.8140651088232, -0.0103479143495217, 0.426710507426839, 1.13885025930603, 0.00939265235346898, -0.0780114951917312, 0.0626505583618199, -0.00513715137629633
"Gn2P", 1701, 4, 1, -0.0640543914627885, 0.25895232735461, 0.743426708569728, -0.804672456469731, -0.0883594095412528, 0.489361065788659, 1.13371310792973, 1, 1.7255, -0.014, 0.2711, 0.678, 0.01542015039862, 0.0224359831559834, 0.0209743046813191, 0.134953380235071, 0.132760401179946, -0.69685649635226, 0.0957425521772599, 0.351584289604224, 1.04233802529199, -0.107815960117471, -0.184101961718513, 0.137776776184435, 0.0913750826377395
"Gn2P", 1701, 4, 1, -0.0640543914627885, 0.25895232735461, 0.743426708569728, -0.804672456469731, -0.0883594095412528, 0.489361065788659, 1.13371310792973, 2, 1.6108, -0.1947, 0.2808, 0.8696, 0.00648198634866534, 0.0393836498467402, 0.0135873107592448, 0.0748234468329311, 0.0836902656264499, -0.769627062795757, 0.0306536436098391, 0.406607970006491, 1.12131022583722, -0.035045393673974, -0.119013053151092, 0.0827530957821675, 0.0124028820925151
"Gn2P", 1701, 4, 1, -0.705597603239247, -0.159785620854465, 1.08282098873199, -1.0507524751873, -0.319165203727145, 0.357762593372052, 1.12309300805181, 0, 1.3391, -0.8948, -0.0488, 1.1376, 0.00181307435398531, 0.0308179353181903, 0.0100947046629584, 0.0305014959764297, 0.0251937989414066, -1.04406089755869, -0.291480269275131, 0.32403238555046, 1.16519295224109, -0.00669157762860761, -0.0276849344520134, 0.033730207821592, -0.0420999441892846
