"mode","seed","ncat","p11","p12","p13","p14","th10","th11","th12","th13","info","p21","p22","p23","p24","rmse_p","rmse_ii","rmse_iic","rmse_t","rmse_tt","th20","th21","th22","th23"
"G2P",1702,4,1,-0.364350382546793,0.778612692885184,1.30678788397877,-0.801413043243827,0.0227696044161521,0.703591275496021,1.38489978316527,0,1.2621,-0.469,0.6912,1.5396,0.00220348215134579,0.0417964779490609,0.0149493214898743,0.0623144425868332,0.0327660089335361,-0.81224019674371,0.0649192648874857,0.665588115805688,1.27447198891752
"G2P",1702,4,1,-0.364350382546793,0.778612692885184,1.30678788397877,-0.801413043243827,0.0227696044161521,0.703591275496021,1.38489978316527,1,1.3984,-0.0286,0.7863,1.306,0.0156081153512319,0.017883558471746,0.0176472242123195,0.150203515821808,0.128505094001358,-0.656738756291135,0.244479649792267,0.683961366372074,1.24428307788896
"G2P",1702,4,1,-0.364350382546793,0.778612692885184,1.30678788397877,-0.801413043243827,0.0227696044161521,0.703591275496021,1.38489978316527,2,1.3295,-0.2683,0.5639,1.3533,0.00922847146351028,0.0268375727012449,0.0114485274883927,0.103642424524211,0.0736412204217874,-0.744927303724288,0.0925340019977752,0.5968110485544,1.23157893709296
"G2P",1702,4,1,-2.42629795766399,-0.147093097381418,0.106141661955158,-1.57338542587385,-0.728050933311542,0.0066600885643896,0.796779689284997,0,1.3059,-2.3222,-0.3847,0.358,0.00199152374446364,0.0284393397771646,0.0140075741874679,0.0330294589962774,0.0178956081038148,-1.62840778881279,-0.700923599596136,-0.008335448562002,0.777400270956592
"G2P",1702,4,1,-2.42629795766399,-0.147093097381418,0.106141661955158,-1.57338542587385,-0.728050933311542,0.0066600885643896,0.796779689284997,1,1.4457,-2.5975,-0.3087,0.1838,0.00869546720303917,0.0130308563849335,0.0103488754892758,0.149643617443174,0.0284381956450707,-1.86129686565699,-0.734557425464408,-0.0421646845995139,0.731559608839817
"G2P",1702,4,1,-2.42629795766399,-0.147093097381418,0.106141661955158,-1.57338542587385,-0.728050933311542,0.0066600885643896,0.796779689284997,2,1.436,-2.4173,-0.2132,0.1903,0.0105062849076024,0.0167342817486398,0.00844246420041567,0.110882435906457,0.0317252977004793,-1.77845509024905,-0.6750210614896,-0.00773839181030855,0.732696871145577
"G2P",1702,4,1,-0.431351794607977,0.341132546850234,0.972431795527971,-0.888409300584323,-0.13272751335541,0.504570033675943,1.1915281514853,0,1.3343,-0.5904,0.319,1.1589,0.00219789218729563,0.0436626560544715,0.016332441904399,0.0399973306328764,0.0376067333826506,-0.886668429936363,-0.0844899602929668,0.460798608502786,1.14512431529401
"G2P",1702,4,1,-0.431351794607977,0.341132546850234,0.972431795527971,-0.888409300584323,-0.13272751335541,0.504570033675943,1.1915281514853,1,1.4851,-0.2255,0.3629,0.8432,0.015390405796066,0.0121765306256112,0.0163874483181738,0.139047023115375,0.116567466391813,-0.757269456423384,0.0467845807953392,0.412161534517957,1.05233505841162
"G2P",1702,4,1,-0.431351794607977,0.341132546850234,0.972431795527971,-0.888409300584323,-0.13272751335541,0.504570033675943,1.1915281514853,2,1.4201,-0.3856,0.2568,0.9749,0.00915416224823061,0.0219030921775887,0.011967046694057,0.0906242681304819,0.078166166763568,-0.817042985457094,-0.0426102583403075,0.403531777415887,1.09443009752759
"G2P",1702,4,1,-1.7122505122273,-1.2430042943004,0.882543147489093,-1.59339044084363,-0.853031180292073,-0.0272359566381617,0.91877384565459,0,1.146,-2.0259,-1.0842,0.8918,0.0020799588474023,0.0324233544823348,0.0120863900281929,0.109900315976661,0.0114126526355851,-1.37561984880767,-0.846883258272315,-0.0460228929339113,0.941079475680324
"G2P",1702,4,1,-1.7122505122273,-1.2430042943004,0.882543147489093,-1.59339044084363,-0.853031180292073,-0.0272359566381617,0.91877384565459,1,1.2341,-1.7371,-0.9604,1.0585,0.00635893111462224,0.0279194411904948,0.0129229226074234,0.149755810887889,0.0461378863012717,-1.33768819796534,-0.791923591654853,0.0242613857009482,1.05270465207611
"G2P",1702,4,1,-1.7122505122273,-1.2430042943004,0.882543147489093,-1.59339044084363,-0.853031180292073,-0.0272359566381617,0.91877384565459,2,1.1704,-1.813,-1.0013,0.8618,0.00357567266846081,0.0291524101877327,0.0107298743901633,0.141178228872144,0.0356879474812168,-1.31874555500349,-0.791657997968451,-0.0345994665171338,0.940556111962098
"G2P",1702,4,1,-0.286421893923163,-0.223022645258516,0.265293084896657,-0.982130112145704,-0.338693958671817,0.215281658320084,0.894983809538855,0,1.4972,-0.6341,-0.1261,0.5117,0.00290614472737041,0.0652702509841488,0.0242895619627793,0.059003666730377,0.0660165915006617,-0.9529828005219,-0.261041840045357,0.131348830815479,0.893721305864892
"G2P",1702,4,1,-0.286421893923163,-0.223022645258516,0.265293084896657,-0.982130112145704,-0.338693958671817,0.215281658320084,0.894983809538855,1,1.7714,-0.3989,-0.0609,0.1641,0.0161902265736666,0.0148657045680494,0.0197406027071192,0.144052444831877,0.139628283994507,-0.888809643230761,-0.173098372876409,0.0390253817259508,0.769255751986425
"G2P",1702,4,1,-0.286421893923163,-0.223022645258516,0.265293084896657,-0.982130112145704,-0.338693958671817,0.215281658320084,0.894983809538855,2,1.6889,-0.4453,-0.1051,0.2836,0.0110447602881583,0.0250548431832526,0.0152759221190584,0.115842932296107,0.116738605270686,-0.89942789352572,-0.202723057603136,0.0656299963038995,0.817815312044486
"G2P",1702,4,1,-1.26459051692243,0.0925939326561784,0.203771757942225,-1.21269837035029,-0.482129099098903,0.159540891789348,0.884355607257233,0,1.367,-1.3039,-0.1279,0.5033,0.00238975356179363,0.0435629461581915,0.0175420331224452,0.0337607841058239,0.0345449817048322,-1.22801911823198,-0.43592161285482,0.121528584598591,0.857072470063277
"G2P",1702,4,1,-1.26459051692243,0.0925939326561784,0.203771757942225,-1.21269837035029,-0.482129099098903,0.159540891789348,0.884355607257233,1,1.5153,-1.4416,-0.1481,0.3427,0.00721385700884292,0.036455771844797,0.0204539190575855,0.0960437959196741,0.0544765530910886,-1.36591633379251,-0.502489708387808,0.0674076724846741,0.817133482125695
"G2P",1702,4,1,-1.26459051692243,0.0925939326561784,0.203771757942225,-1.21269837035029,-0.482129099098903,0.159540891789348,0.884355607257233,2,1.4494,-1.181,-0.0697,0.3504,0.00740896349706135,0.0341862805161802,0.014984121601429,0.0657829881221871,0.0615034535236724,-1.20644832384516,-0.397183832850229,0.0952577203682254,0.807397705532956
"G2P",1702,4,1,0.526457900584996,1.02344223142828,1.42730645060284,-0.518832508457216,0.328665230366928,0.946468821068241,1.54502326585953,0,1.3464,0.2846,1.0364,1.7188,0.00259612693949626,0.0570343228299879,0.0192730642082534,0.0924560901267278,0.0707417817917715,-0.525531461098932,0.417940581828611,0.862545578193475,1.40669597510905
"G2P",1702,4,1,0.526457900584996,1.02344223142828,1.42730645060284,-0.518832508457216,0.328665230366928,0.946468821068241,1.54502326585953,1,1.6276,0.6011,1.0128,1.3887,0.013278410124018,0.0144431774410516,0.0147409444547181,0.161763990242098,0.153498087541147,-0.425987443118056,0.57933348550086,0.857866256181673,1.38575883366583
