"mode", "seed", "ncat", "p11", "p12", "p13", "th10", "th11", "th12", "a_iinfo1", "method", "p21", "p22", "p23", "rmse_p", "rmse_ii", "rmse_iic", "rmse_t", "rmse_tt", "th20", "th21", "th22", "a_iinfo2", "difai", "dth0", "dth1", "dth2"
"G2P", 1702, 3, 1, 0.778612692885184, 1.30678788397877, -0.409016945494019, 0.557214483060247, 1.34393347301609, 0.733080292338754, 0, 1.2094, 0.5831, 1.5263, 0.013596957553504, 0.159500868928881, 0.0867098884963137, 0.0693747254095033, 0.0352113790723606, -0.410221957178897, 0.607010892894239, 1.23458347031185, 0.687910119514107, 0.0451701728246472, 0.00120501168487819, -0.0497964098339925, 0.109350002704236
"G2P", 1702, 3, 1, 0.778612692885184, 1.30678788397877, -0.409016945494019, 0.557214483060247, 1.34393347301609, 0.733080292338754, 1, 1.3525, 0.7587, 1.3198, 0.0696690735608087, 0.0361051357594098, 0.0375273389050457, 0.0948179649002786, 0.0755845774950469, -0.362759153861497, 0.664107217659982, 1.2281513526064, 0.716398903983831, 0.0166813883549229, -0.0462577916325224, -0.106892734599735, 0.11578212040969
"G2P", 1702, 3, 1, 0.778612692885184, 1.30678788397877, -0.409016945494019, 0.557214483060247, 1.34393347301609, 0.733080292338754, 2, 1.342, 0.7296, 1.2868, 0.0684949814630872, 0.0425807846527222, 0.0361704767920543, 0.0951055727100173, 0.0597716378617438, -0.371486501085927, 0.641744343969578, 1.20761994383178, 0.720895036179246, 0.0121852561595078, -0.0375304444080923, -0.0845298609093312, 0.136313529184309
"G2P", 1702, 3, 1, -0.364350382546793, -0.147093097381418, -0.923129683445264, -0.143040512807564, 0.684927639559793, 1.01704410560081, 0, 1.3094, -0.6228, 0.111, 0.0150073692005377, 0.165883340526736, 0.107962934891117, 0.0206488709508594, 0.0120275903474264, -0.893213081380645, -0.160050094199562, 0.675191178374539, 0.970955659041641, 0.0460884465591644, -0.0299166020646191, 0.0170095813919982, 0.00973646118525395
"G2P", 1702, 3, 1, -0.364350382546793, -0.147093097381418, -0.923129683445264, -0.143040512807564, 0.684927639559793, 1.01704410560081, 1, 1.4504, -0.4498, -0.0616, 0.0837441029149524, 0.0321425527638737, 0.0381298568404595, 0.05542495237676, 0.0217530488025473, -0.853545374768607, -0.17380396944709, 0.626383555661605, 1.00523828593098, 0.0118058196698274, -0.0695843086766568, 0.0307634566395262, 0.058544083898188
"G2P", 1702, 3, 1, -0.364350382546793, -0.147093097381418, -0.923129683445264, -0.143040512807564, 0.684927639559793, 1.01704410560081, 2, 1.4508, -0.4412, -0.0585, 0.0850265416989937, 0.0325872891509517, 0.0380552794133394, 0.0559583505124496, 0.0189939284067949, -0.849634910398119, -0.169901983963196, 0.62773506418216, 1.00391122253007, 0.013132883070738, -0.0734947730471451, 0.0268614711556329, 0.057192575377633
"G2P", 1702, 3, 1, -2.42629795766399, 0.106141661955158, -1.48870958817526, -0.451750772502608, 0.610856568957457, 0.588811582380785, 0, 1.0246, -2.4629, 0.1219, 0.00330411144438197, 0.03613560149063, 0.0154006981626291, 0.0604303673934753, 0.00292394023910997, -1.38412287761825, -0.455885848444325, 0.610761533427364, 0.573096923367637, 0.0157146590131488, -0.104586710557008, 0.00413507594171775, 0.0000950355300922689
"G2P", 1702, 3, 1, -2.42629795766399, 0.106141661955158, -1.48870958817526, -0.451750772502608, 0.610856568957457, 0.588811582380785, 1, 1.0232, -2.2951, 0.0746, 0.021319692388283, 0.00912407736344343, 0.00959421403839014, 0.0880630192937194, 0.00105897202808374, -1.33704703052349, -0.453248385106897, 0.594685240490387, 0.585966331910457, 0.00284525047032824, -0.151662557651767, 0.00149761260428977, 0.0161713284670694
"G2P", 1702, 3, 1, -2.42629795766399, 0.106141661955158, -1.48870958817526, -0.451750772502608, 0.610856568957457, 0.588811582380785, 2, 1.0227, -2.3323, 0.0874, 0.0161118573456819, 0.0122131780647158, 0.00832965974045758, 0.082229764248923, 0.00097577686110818, -1.3468038996975, -0.453130729373437, 0.59877047438602, 0.582530073261886, 0.00628150911889891, -0.141905688477754, 0.00137995687082904, 0.0120860945714367
"G2P", 1702, 3, 1, -0.431351794607977, 0.972431795527971, -0.786583700305958, 0.132124292700648, 1.01969636067532, 0.84903529193569, 0, 1.1149, -0.501, 1.0425, 0.00897569401091647, 0.109034636364911, 0.0558236356976808, 0.0217712956559059, 0.00407514646048789, -0.775848400470777, 0.137887420093727, 0.984010121818998, 0.80402838005694, 0.0450069118787504, -0.0107352998351805, -0.00576312739307869, 0.0356862388563227
"G2P", 1702, 3, 1, -0.431351794607977, 0.972431795527971, -0.786583700305958, 0.132124292700648, 1.01969636067532, 0.84903529193569, 1, 1.1499, -0.3171, 0.8477, 0.0729263588817739, 0.0266539835958588, 0.0310328288205299, 0.0678858965112251, 0.00957098418937173, -0.717668155223462, 0.145659708346516, 0.925394054210026, 0.840864651743411, 0.00817064019227864, -0.0689155450824964, -0.013535415645868, 0.0943023064652942
"G2P", 1702, 3, 1, -0.431351794607977, 0.972431795527971, -0.786583700305958, 0.132124292700648, 1.01969636067532, 0.84903529193569, 2, 1.1392, -0.3414, 0.8469, 0.0686016069443512, 0.029942582116063, 0.0299453670847949, 0.0681189706232343, 0.00378736801696801, -0.723628933396048, 0.137480439915943, 0.920054042925109, 0.830656836774814, 0.0183784551608756, -0.0629547669099098, -0.00535614721529426, 0.0996423177502119
"G2P", 1702, 3, 1, -1.2430042943004, 0.341132546850234, -1.11733457397155, -0.213551396912464, 0.735534379800321, 0.798313905926951, 0, 1.0937, -1.301, 0.397, 0.00786697614815013, 0.0958806340596949, 0.0471693754299737, 0.0282348549909402, 0.00538124803582675, -1.06941777482144, -0.221161630867224, 0.729395503075677, 0.757931738930904, 0.0403821669960469, -0.047916799150107, 0.00761023395475977, 0.00613887672464453
"G2P", 1702, 3, 1, -1.2430042943004, 0.341132546850234, -1.11733457397155, -0.213551396912464, 0.735534379800321, 0.798313905926951, 1, 1.1165, -1.101, 0.2354, 0.0651868370346338, 0.024198706396925, 0.0272498320377346, 0.0722209539973607, 0.00974406502662665, -1.00750812994671, -0.227331585825765, 0.677260396109139, 0.790053282871372, 0.00826062305557951, -0.109826444024835, 0.0137801889133008, 0.0582739836911824
"G2P", 1702, 3, 1, -1.2430042943004, 0.341132546850234, -1.11733457397155, -0.213551396912464, 0.735534379800321, 0.798313905926951, 2, 1.1073, -1.1101, 0.2663, 0.0578855016917878, 0.0281066833949078, 0.0260606977973801, 0.0706323524533065, 0.00393231595375238, -1.00567562322074, -0.219112531465797, 0.685853999981187, 0.781908013784311, 0.0164058921426407, -0.111658950750805, 0.00556113455333271, 0.0496803798191341
