"mode", "seed", "ncat", "p11", "p12", "p13", "p14", "th10", "th11", "th12", "th13", "a_iinfo1", "method", "p21", "p22", "p23", "p24", "rmse_p", "rmse_ii", "rmse_iic", "rmse_t", "rmse_tt", "th20", "th21", "th22", "th23", "a_iinfo2", "difai", "dth0", "dth1", "dth2", "dth3"
"G2P", 1703, 4, 1, 0.309021619842738, 0.503422925584597, 0.831403065109026, -0.662090800448403, 0.0814872189892569, 0.641770830620867, 1.24202700549237, 1.45129527109405, 0, 1.4879, -0.0116, 0.5446, 1.1193, 0.0200186103654893, 0.458531410512568, 0.167696848280349, 0.0684176686201, 0.0733323360499817, -0.662590520403426, 0.181966245724519, 0.564073599537791, 1.19112744492488, 1.30198725847762, 0.149308012616437, 0.000499719955023292, -0.100479026735262, 0.0776972310830759, 0.0508995605674887
"G2P", 1703, 4, 1, 0.309021619842738, 0.503422925584597, 0.831403065109026, -0.662090800448403, 0.0814872189892569, 0.641770830620867, 1.24202700549237, 1.45129527109405, 1, 1.7764, 0.2554, 0.6602, 0.8254, 0.104440848209287, 0.103015865404456, 0.163324210926015, 0.156581113571095, 0.158343306418147, -0.572920432153406, 0.343644855409285, 0.561202960294303, 1.11995564167392, 1.40350662893104, 0.0477886421630151, -0.0891703682949971, -0.262157636420029, 0.0805678703265634, 0.122071363818456
"G2P", 1703, 4, 1, 0.309021619842738, 0.503422925584597, 0.831403065109026, -0.662090800448403, 0.0814872189892569, 0.641770830620867, 1.24202700549237, 1.45129527109405, 2, 1.7049, 0.1944, 0.4817, 0.9095, 0.0764739657537758, 0.157296172530686, 0.0986619352804473, 0.121291867930767, 0.123440518511399, -0.594807345172804, 0.25057473085252, 0.510919395156903, 1.14925243613403, 1.41093013376754, 0.0403651373265153, -0.0672834552755993, -0.169087511863263, 0.130851435463964, 0.0927745693583435
"G2P", 1703, 4, 1, -0.938308011488934, -0.935098742499761, 0.789724553481276, -1.29547168892365, -0.619034967112216, 0.0805480662525038, 0.927197455346916, 1.22217902864997, 0, 1.2667, -1.3057, -0.6709, 0.8187, 0.0198801933027269, 0.357645120829644, 0.130763058636924, 0.0657996529594522, 0.0244857504753274, -1.17635696728367, -0.603205057581521, 0.0412025468980717, 0.963685871014744, 1.10528672570643, 0.116892302943537, -0.119114721639977, -0.0158299095306951, 0.0393455193544321, -0.0364884156678281
"G2P", 1703, 4, 1, -0.938308011488934, -0.935098742499761, 0.789724553481276, -1.29547168892365, -0.619034967112216, 0.0805480662525038, 0.927197455346916, 1.22217902864997, 1, 1.3853, -1.2122, -0.5994, 0.9028, 0.0327971505293853, 0.316311839537321, 0.139378487397508, 0.0804287462198124, 0.0190588076817963, -1.19354760170327, -0.587055086558117, 0.0887335222874878, 1.04718453326576, 1.27847213286513, -0.0562931042151624, -0.101924087220376, -0.0319798805540989, -0.00818545603498393, -0.119987077918841
"G2P", 1703, 4, 1, -0.938308011488934, -0.935098742499761, 0.789724553481276, -1.29547168892365, -0.619034967112216, 0.0805480662525038, 0.927197455346916, 1.22217902864997, 2, 1.3136, -1.1401, -0.5975, 0.6945, 0.0442207656055556, 0.319599530869648, 0.119246950080623, 0.0951790187289998, 0.0509807132167803, -1.12683491302548, -0.547699360273945, 0.0285064429372156, 0.926348409260174, 1.18321061598375, 0.0389684126662144, -0.168636775898168, -0.0713356068382716, 0.0520416233152882, 0.000849046086742189
"G2P", 1703, 4, 1, 0.7087313434403, 1.38140612338207, 2.54818237656952, -0.424633146412809, 0.525332182157526, 1.24903414370179, 1.9317718506068, 0.811287309294306, 0, 1.2081, 0.5274, 1.5085, 2.7376, 0.0134261803198886, 0.23180847874869, 0.0839563452310021, 0.144325412698389, 0.0724332570932732, -0.42779557031407, 0.583740337529861, 1.13800163681565, 1.67183038050653, 0.728095911736804, 0.0831913975575025, 0.0031624239012602, -0.0584081553723349, 0.111032506886145, 0.25994147010027
"G2P", 1703, 4, 1, 0.7087313434403, 1.38140612338207, 2.54818237656952, -0.424633146412809, 0.525332182157526, 1.24903414370179, 1.9317718506068, 0.811287309294306, 1, 1.3723, 0.7514, 1.3479, 2.0308, 0.0773386395101513, 0.0585225545095685, 0.0913283413381514, 0.222690296963343, 0.139686669504676, -0.365729504813094, 0.675102631380244, 1.05901859314987, 1.56250617722129, 0.785184439609023, 0.0261028696852831, -0.0589036415997157, -0.149770449222718, 0.190015550551924, 0.369265673385511
"G2P", 1703, 4, 1, 0.7087313434403, 1.38140612338207, 2.54818237656952, -0.424633146412809, 0.525332182157526, 1.24903414370179, 1.9317718506068, 0.811287309294306, 2, 1.3476, 0.6955, 1.2798, 2.4975, 0.0613493609894246, 0.0983564174963233, 0.0441538763630651, 0.135316353564644, 0.103427689481053, -0.382543252649479, 0.629513565363361, 1.10330116786075, 1.73333132511629, 0.784025102030229, 0.0272622072640768, -0.0420898937633308, -0.104181383205834, 0.145732975841044, 0.198440525490513
"G2P", 1703, 4, 1, 1.37793390645166, 1.45539821703294, 1.82309850258371, -0.282130108830099, 0.692161188094466, 1.32336026210076, 1.86747710510239, 0.743397655569811, 0, 1.3728, 1.0228, 1.6016, 2.1964, 0.0174204979170089, 0.405723507371039, 0.136769689716429, 0.153921586104082, 0.115789453650414, -0.285756274674896, 0.839332242622287, 1.18711682761985, 1.63395477883257, 0.637603397561546, 0.105794258008265, 0.00362616584479758, -0.147171054527822, 0.136243434480905, 0.233522326269818
