"mode", "seed", "ncat", "p11", "p12", "p13", "p14", "p15", "th10", "th11", "th12", "th13", "th14", "a_iinfo1", "method", "p21", "p22", "p23", "p24", "p25", "rmse_p", "rmse_ii", "rmse_iic", "rmse_t", "rmse_tt", "th20", "th21", "th22", "th23", "th24", "a_iinfo2", "difai", "dth0", "dth1", "dth2", "dth3", "dth4"
"G2P", 1701, 5, 1, -1.2962157712798, 0.0942909777492569, 0.841045215808977, 1.139784701832, -1.19734840776738, -0.429144115748676, 0.206836721854701, 0.775717026878816, 1.38588099793548, 1.61207216742239, 2, 1.4226, -1.2232, 0.0434, 0.6756, 1.2754, 0.0400332340483954, 0.357214000860091, 0.120258787658559, 0.0944304856706787, 0.0762031918585515, -1.21557500731067, -0.363027132601389, 0.237993233953912, 0.641980262707411, 1.24087869315599, 1.51979650963762, 0.0922756577847677, 0.0182265995432811, -0.0661169831472869, -0.0311565120992107, 0.133736764171405, 0.145002304779494
"G2P", 1701, 5, 1, 0.00946952877470287, 0.277708499827166, 0.456785988985529, 0.836484721966712, -0.8151525828529, -0.164437964009319, 0.293225168123192, 0.722609030118589, 1.26429761761654, 2.04282966143006, 0, 1.6336, -0.3085, 0.1918, 0.5917, 1.1133, 0.0228905987873109, 0.814371918008011, 0.220664289523597, 0.0757601879704328, 0.0837123559418306, -0.821589542695497, -0.0419716663660363, 0.283062436115505, 0.608899932114016, 1.23928638403572, 1.74729617691385, 0.295533484516213, 0.00643695984259707, -0.122466297643283, 0.0101627320076872, 0.113709098004574, 0.0250112335808219
"G2P", 1701, 5, 1, 0.00946952877470287, 0.277708499827166, 0.456785988985529, 0.836484721966712, -0.8151525828529, -0.164437964009319, 0.293225168123192, 0.722609030118589, 1.26429761761654, 2.04282966143006, 1, 1.9725, -0.1442, 0.2158, 0.5789, 1.0831, 0.0485507392909467, 0.537297995054701, 0.227959044639321, 0.0969210987044535, 0.104150572958039, -0.779709445819649, 0.0281446081510581, 0.312075124292267, 0.645498723139118, 1.31249423075152, 2.25953403186285, -0.216704370432792, -0.0354431370332516, -0.192582572160377, -0.0188499561690748, 0.0771103069794717, -0.04819661313498
"G2P", 1701, 5, 1, 0.00946952877470287, 0.277708499827166, 0.456785988985529, 0.836484721966712, -0.8151525828529, -0.164437964009319, 0.293225168123192, 0.722609030118589, 1.26429761761654, 2.04282966143006, 2, 1.8712, -0.0838, 0.1974, 0.5092, 0.907, 0.0706372765644485, 0.408447949198702, 0.156684965877608, 0.132619442949423, 0.138048090535735, -0.739687543969873, 0.0438856188110944, 0.27244381748439, 0.542613137085599, 1.18673789904299, 1.94598544499047, 0.0968442164395875, -0.0754650388830268, -0.208323582820414, 0.0207813506388019, 0.179995893032991, 0.0775597185735526
"G2P", 1701, 5, 1, -1.12190686607833, -0.555400536215002, -0.324189223028158, 1.91466583762641, -1.33706045337343, -0.727397916302187, -0.163548677974922, 0.505817465298367, 1.35501153574549, 1.55035423516144, 0, 1.3971, -1.3539, -0.6452, -0.0336, 1.7907, 0.0206312837598994, 0.49651483028505, 0.151100253083984, 0.0766041657953614, 0.0518282308656274, -1.26648250772905, -0.645225407721124, -0.22272165318764, 0.483661204408648, 1.47169522190595, 1.385199905647, 0.165154329514437, -0.0705779456443769, -0.082172508581063, 0.059172975212718, 0.0221562608897192, -0.116683686160459
"G2P", 1701, 5, 1, -1.12190686607833, -0.555400536215002, -0.324189223028158, 1.91466583762641, -1.33706045337343, -0.727397916302187, -0.163548677974922, 0.505817465298367, 1.35501153574549, 1.55035423516144, 1, 1.6375, -1.0105, -0.4277, -0.1982, 2.1147, 0.0954896235825322, 0.264879684195961, 0.148978582541048, 0.224303940087548, 0.112000327473604, -1.18526500868949, -0.512911611888145, -0.22802053890269, 0.501906227119055, 1.77731845878894, 1.51806275336104, 0.0322914818004008, -0.151795444683935, -0.214486304414042, 0.0644718609277675, 0.0039112381793126, -0.422306923043443
"G2P", 1701, 5, 1, -1.12190686607833, -0.555400536215002, -0.324189223028158, 1.91466583762641, -1.33706045337343, -0.727397916302187, -0.163548677974922, 0.505817465298367, 1.35501153574549, 1.55035423516144, 2, 1.5843, -1.1475, -0.5682, -0.2285, 2.0983, 0.0765099378242715, 0.295044860814942, 0.120801481286227, 0.193003128136802, 0.0882331442137111, -1.24092332073788, -0.600954863015197, -0.284247129452813, 0.481643325444946, 1.73693867294606, 1.46465608331922, 0.0856981518422222, -0.096137132635542, -0.12644305328699, 0.120698451477891, 0.0241741398534214, -0.381927137200565
"G2P", 1701, 5, 1, -1.85188025323103, -1.52787800867667, -0.818883608174329, -0.673519673710702, -1.85566211071737, -1.34390953200037, -0.868210303714641, -0.312124515549112, 0.505524693629159, 1.32913530153173, 0, 1.4583, -2.1695, -1.564, -0.9184, -0.346, 0.0177169394712214, 0.53410967014962, 0.146581618737654, 0.110001680409277, 0.0894004580862014, -1.6869017955143, -1.2135948330929, -0.821106176280988, -0.425124728165985, 0.512738351009126, 1.13325409671987, 0.19588120481186, -0.168760315203065, -0.130314698907477, -0.0471041274336527, 0.113000212616873, -0.00721365737996671
"G2P", 1701, 5, 1, -1.85188025323103, -1.52787800867667, -0.818883608174329, -0.673519673710702, -1.85566211071737, -1.34390953200037, -0.868210303714641, -0.312124515549112, 0.505524693629159, 1.32913530153173, 1, 1.7446, -2.0882, -1.4518, -0.8775, -0.6289, 0.0729610179437471, 0.201181959522396, 0.1053773829628, 0.124175611850713, 0.130924888487612, -1.82247202936689, -1.27126105887266, -0.851280159591658, -0.563124267091141, 0.419321296419594, 1.24705756916472, 0.0820777323670074, -0.0331900813504729, -0.0726484731277177, -0.0169301441229832, 0.250999751542029, 0.0862033972095645
"G2P", 1701, 5, 1, -1.85188025323103, -1.52787800867667, -0.818883608174329, -0.673519673710702, -1.85566211071737, -1.34390953200037, -0.868210303714641, -0.312124515549112, 0.505524693629159, 1.32913530153173, 2, 1.705, -1.9325, -1.3866, -0.8311, -0.5651, 0.0644138931896015, 0.210998425978798, 0.0851568651052694, 0.136408322568289, 0.132047103568276, -1.71680630908251, -1.18951124347193, -0.803630234015413, -0.516419237312093, 0.442204330090014, 1.26141487539274, 0.0677204261389963, -0.138855801634857, -0.154398288528444, -0.0645800696992282, 0.204294721762981, 0.0633203635391449
"G2P", 1701, 5, 1, -0.668267707688467, 0.387390220962594, 0.486343733489773, 1.04970821343659, -0.982625586313732, -0.279710903284168, 0.253188837824348, 0.742867962940253, 1.31983998126407, 1.85826607590391, 0, 1.4722, -0.7768, 0.1435, 0.6345, 1.2854, 0.0220852344411961, 0.663818741239878, 0.18168132827778, 0.0620034080611142, 0.0621103107714614, -1.01570172082322, -0.20805449499192, 0.264960565311694, 0.642083299428743, 1.26790425593588, 1.60400609077776, 0.254259985126152, 0.0330761345094864, -0.0716564082922484, -0.0117717274873466, 0.10078466351151, 0.0519357253281929
"G2P", 1701, 5, 1, -0.668267707688467, 0.387390220962594, 0.486343733489773, 1.04970821343659, -0.982625586313732, -0.279710903284168, 0.253188837824348, 0.742867962940253, 1.31983998126407, 1.85826607590391, 1, 1.5677, -0.5995, 0.0911, 0.1966, 1.1777, 0.106168273762303, 0.627381029137506, 0.230308472009942, 0.15354123626453, 0.167519476746682, -0.953192423541589, -0.176562992510397, 0.102877550604483, 0.46176633399577, 1.25086792359213, 1.67738649253569, 0.18087958336822, -0.0294331627721429, -0.103147910773771, 0.150311287219865, 0.281101628944483, 0.0689720576719437
"G2P", 1701, 5, 1, -0.668267707688467, 0.387390220962594, 0.486343733489773, 1.04970821343659, -0.982625586313732, -0.279710903284168, 0.253188837824348, 0.742867962940253, 1.31983998126407, 1.85826607590391, 2, 1.5891, -0.5511, 0.1328, 0.5447, 1.1197, 0.0598474491445453, 0.484160701235027, 0.158906939727189, 0.103840866690719, 0.103768797278565, -0.933712030744218, -0.146367267376092, 0.241365311131246, 0.584275617179457, 1.22791480026133, 1.76782164604247, 0.0904444298614442, -0.0489135555695135, -0.133343635908076, 0.0118235266931019, 0.158592345760796, 0.0919251810027402
"G2P", 1701, 5, 1, -0.788894055937744, -0.13044968814064, 0.540388345274503, 1.21900151170386, -1.09688454974777, -0.418472484829492, 0.142027262455772, 0.692133684287481, 1.33013839922204, 1.77834459346787, 0, 1.4439, -0.9558, -0.1601, 0.5768, 1.3776, 0.015175406040505, 0.391681290949225, 0.125662094053321, 0.036019575741143, 0.0374363660546717, -1.09386658133727, -0.366730120376802, 0.138020988220392, 0.638165142514394, 1.3006084985108, 1.60162737279874, 0.176717220669131, -0.00301796841049562, -0.05174236445269, 0.00400627423538, 0.0539685417730871, 0.0295299007112355
"G2P", 1701, 5, 1, -0.788894055937744, -0.13044968814064, 0.540388345274503, 1.21900151170386, -1.09688454974777, -0.418472484829492, 0.142027262455772, 0.692133684287481, 1.33013839922204, 1.77834459346787, 1, 1.5698, -0.5889, -0.0848, 0.4759, 1.1102, 0.0849842485931398, 0.146928852572963, 0.12667777036844, 0.132465054403144, 0.11479877472807, -0.948367250075859, -0.237286130396008, 0.137323931293335, 0.55119249669725, 1.21628529135037, 1.75204329716979, 0.0263012962980802, -0.148517299671912, -0.181186354433485, 0.00470333116243751, 0.140941187590231, 0.113853107871672
"G2P", 1701, 5, 1, -0.788894055937744, -0.13044968814064, 0.540388345274503, 1.21900151170386, -1.09688454974777, -0.418472484829492, 0.142027262455772, 0.692133684287481, 1.33013839922204, 1.77834459346787, 2, 1.5032, -0.7801, -0.1352, 0.4997, 1.2227, 0.0452532545518222, 0.257756022185768, 0.103564423056701, 0.0844818374745105, 0.0777947374374224, -1.02652535662913, -0.311799938515421, 0.124458948399292, 0.580239060216818, 1.24934605077732, 1.68593360823269, 0.0924109852351811, -0.0703591931186365, -0.106672546314071, 0.01756831405648, 0.111894624070664, 0.0807923484447164
"G2P", 1701, 5, 1, 0.369747270328403, 1.3779303157522, 1.58069370525721, 1.58662152108492, -0.529477810681485, 0.339517361757974, 0.933590013329578, 1.40110661505317, 1.87047066391035, 1.23080105424949, 0, 1.2942, 0.2073, 1.1949, 1.7132, 2.1649, 0.024156065073886, 0.760783954588056, 0.193883506848703, 0.179052095833202, 0.12409912272103, -0.548231189151555, 0.422822835769667, 0.894052434856144, 1.17067365966558, 1.55687186469908, 0.968159300146573, 0.262641754102914, 0.0187533784700696, -0.0833054740116925, 0.0395375784734349, 0.230432955387595, 0.313598799211272
"G2P", 1701, 5, 1, 0.369747270328403, 1.3779303157522, 1.58069370525721, 1.58662152108492, -0.529477810681485, 0.339517361757974, 0.933590013329578, 1.40110661505317, 1.87047066391035, 1.23080105424949, 1, 1.4882, 0.5396, 0.8258, 2.0089, 2.4025, 0.136474907973027, 0.67164937603418, 0.233652598978773, 0.0795388652482791, 0.0722233203567434, -0.442399727364014, 0.47084747851071, 0.893502600268444, 1.44594222323674, 1.81403724458046, 0.993698326104388, 0.237102728145099, -0.0870780833174712, -0.131330116752736, 0.0400874130611349, -0.0448356081835608, 0.0564334193298961
"G2P", 1701, 5, 1, 0.369747270328403, 1.3779303157522, 1.58069370525721, 1.58662152108492, -0.529477810681485, 0.339517361757974, 0.933590013329578, 1.40110661505317, 1.87047066391035, 1.23080105424949, 2, 1.6633, -3.9873, -3.4273, 1.5419, 1.8937, 0.50271619112349, 0.941003827309653, 0.317028846785262, 1.57549601104809, 1.44595763823183, -2.53184133732025, -2.33528455341214, -0.151802167024004, 1.2263711130124, 1.67475468325193, 0.459837460819733, 0.770963593429755, 2.00236352663877, 2.67480191517011, 1.08539218035358, 0.174735502040777, 0.195715980658421
"G2P", 1701, 5, 1, -0.0640543914627885, 0.322888708060086, 0.743426708569728, 0.943563940924309, -0.806986963194899, -0.122666341813998, 0.367227862262591, 0.815704014689833, 1.35344335566222, 1.9243261454387, 0, 1.5667, -0.3294, 0.2643, 0.7658, 1.2668, 0.0210953811366904, 0.707270408988453, 0.192696057415162, 0.0701306199061058, 0.0728815947723053, -0.820362282744716, -0.0227883006493396, 0.362040408853472, 0.709664518998572, 1.29717868963819, 1.65517387399787, 0.26915227144083, 0.0133753195498171, -0.0998780411646588, 0.00518745340911897, 0.106039495691261, 0.0562646660240296
"G2P", 1701, 5, 1, -0.0640543914627885, 0.322888708060086, 0.743426708569728, 0.943563940924309, -0.806986963194899, -0.122666341813998, 0.367227862262591, 0.815704014689833, 1.35344335566222, 1.9243261454387, 1, 1.7136, -0.0824, 0.1675, 0.1806, 1.2112, 0.150579454190685, 0.669241106429175, 0.30475217686913, 0.199027636861758, 0.217810481475571, -0.722851790696456, 0.0316805863575109, 0.130080322941126, 0.48448853540139, 1.31857717491274, 1.617167611309, 0.307158534129695, -0.0841351724984428, -0.154346928171509, 0.237147539321466, 0.331215479288443, 0.0348661807494868
"G2P", 1701, 5, 1, -0.0640543914627885, 0.322888708060086, 0.743426708569728, 0.943563940924309, -0.806986963194899, -0.122666341813998, 0.367227862262591, 0.815704014689833, 1.35344335566222, 1.9243261454387, 2, 1.7654, -0.0888, 0.2519, 0.664, 1.0752, 0.0701617891105188, 0.365267761980514, 0.137104557598881, 0.124408340086654, 0.124971756128006, -0.731602830533493, 0.0613217418155991, 0.34268614271488, 0.64831868557518, 1.25735668312331, 1.82733007236682, 0.0969960730718764, -0.0753841326614061, -0.183988083629598, 0.0245417195477112, 0.167385329114653, 0.0960866725389087
"G2P", 1701, 5, 1, -0.705597603239247, -0.159785620854465, 0.25895232735461, 1.08282098873199, -1.09706585951839, -0.454339244313132, 0.0669659054111254, 0.592681205765651, 1.23534878999042, 1.88216359562424, 0, 1.4881, -0.9132, -0.2195, 0.3833, 1.2109, 0.0179844829334722, 0.507586535373963, 0.150956540623279, 0.0434817145191189, 0.0483950131176094, -1.08804872570715, -0.381878834552209, 0.0557756023855229, 0.529494377121632, 1.2372670201191, 1.67628006430045, 0.205883531323791, -0.00901713381124059, -0.0724604097609231, 0.0111903030256025, 0.0631868286440195, -0.00191823012868597
"G2P", 1701, 5, 1, -0.705597603239247, -0.159785620854465, 0.25895232735461, 1.08282098873199, -1.09706585951839, -0.454339244313132, 0.0669659054111254, 0.592681205765651, 1.23534878999042, 1.88216359562424, 1, 1.6304, -0.666, -0.3377, 0.3111, 1.1095, 0.0732613263750163, 0.338930176375997, 0.160022520184614, 0.0807069666038208, 0.0765456803274742, -1.00151289102525, -0.363166777789851, -0.00945563739941876, 0.496326165162157, 1.23620774104581, 1.87135651005916, 0.0108070855650819, -0.0955529684931462, -0.0911724665232803, 0.0764215428105442, 0.0963550406034941, -0.000858951055393797
"G2P", 1701, 5, 1, -0.705597603239247, -0.159785620854465, 0.25895232735461, 1.08282098873199, -1.09706585951839, -0.454339244313132, 0.0669659054111254, 0.592681205765651, 1.23534878999042, 1.88216359562424, 2, 1.5688, -0.7371, -0.1846, 0.322, 1.0547, 0.0479339687319281, 0.354172358780593, 0.127817385574737, 0.0885655625097496, 0.0885874335569188, -1.02299595543033, -0.323237123998573, 0.0484151290965344, 0.47495679757449, 1.18695447126475, 1.78414306180836, 0.0980205338158788, -0.0740699040880599, -0.131102120314559, 0.018550776314591, 0.117724408191161, 0.0483943187256661
