"mode", "seed", "ncat", "p11", "p12", "p13", "p14", "th10", "th11", "th12", "th13", "info", "p21", "p22", "p23", "p24", "rmse_p", "rmse_ii", "rmse_iic", "rmse_t", "rmse_tt", "th20", "th21", "th22", "th23", "dth0", "dth1", "dth2", "dth3"
"P2G", 1701, 4, 1, -1.23928623843075, -0.0825501691750181, -0.0521993903231151, -0.983172855519029, -0.325725985312745, -0.0356353546434783, 0.547646958738898, 1, 0.4447, -1.3876, -9.0646, 8.4311, 0.0857004369289864, 0.0930384818620901, 0.0298028475017366, 0.343681528529488, 0.245147378643617, -1.48333356398684, -0.748746852478679, 0.00103967377766818, 0.752623850477769, 0.500160708467809, 0.423020867165935, -0.0366750284211465, -0.204976891738871
"P2G", 1701, 4, 1, -1.23928623843075, -0.0825501691750181, -0.0521993903231151, -0.983172855519029, -0.325725985312745, -0.0356353546434783, 0.547646958738898, 2, 0.4344, -1.3311, -1.3237, 0.6313, 0.0343975981106684, 0.0408457090150849, 0.0167880100920968, 0.0929351432214423, 0.103628997808701, -1.00512064217501, -0.488382994628488, 0.0402567060807215, 0.590648708502788, 0.0219477866559766, 0.162657009315743, -0.0758920607241998, -0.0430017497638899
"P2G", 1701, 4, 1, 0.184562372258762, 0.44474461218675, 1.20006315865249, -0.506520684804994, 0.165628107417398, 0.418743919988183, 0.969855153430576, 0, 0.4899, 2.1341, -0.8019, 0.6283, 0.00263195733254693, 0.0135711408983955, 0.00782054075257443, 0.085849690956661, 0.0990650855457461, -0.512582457611141, 0.00985073730623022, 0.490681980038523, 0.968352110748056, 0.00606177280614684, 0.155777370111168, -0.0719380600503394, 0.00150304268251922
"P2G", 1701, 4, 1, 0.184562372258762, 0.44474461218675, 1.20006315865249, -0.506520684804994, 0.165628107417398, 0.418743919988183, 0.969855153430576, 1, 0.592, 0.3829, 0.3857, 1.9243, 0.0189707408902307, 0.00325135727044654, 0.0098962431217661, 0.18126760237659, 0.143558474112435, -0.582259922030386, 0.0553172800239574, 0.641586078989227, 1.2225768109146, 0.0757392372253926, 0.110310827393441, -0.222842159001043, -0.252721657484029
"P2G", 1701, 4, 1, 0.184562372258762, 0.44474461218675, 1.20006315865249, -0.506520684804994, 0.165628107417398, 0.418743919988183, 0.969855153430576, 2, 0.5233, 0.7555, 0.2921, 1.0174, 0.0115058877898728, 0.0061097255353569, 0.00458350804469127, 0.107382726022005, 0.111251381002817, -0.556737286928603, 0.0113124050665839, 0.534144411031665, 1.05030316731361, 0.0502166021236096, 0.154315702350814, -0.115400491043482, -0.0804480138830379
"P2G", 1701, 4, 1, 0.127933243076426, 0.593024107472919, 0.849890952080784, -0.523968690676856, 0.188303219681142, 0.377120958726069, 0.849684673661289, 0, 0.4608, 1.5303, 1.0585, -1.0897, 0.00300305329014265, 0.0140767818197106, 0.00837094233425431, 0.108080280223037, 0.121717622267823, -0.508265389513542, -0.0111952921707937, 0.445281669406494, 0.894776308288323, -0.0157033011633144, 0.199498511851935, -0.0681607106804248, -0.0450916346270336
"P2G", 1701, 4, 1, 0.127933243076426, 0.593024107472919, 0.849890952080784, -0.523968690676856, 0.188303219681142, 0.377120958726069, 0.849684673661289, 1, 0.5211, 0.6613, 0.0208, 1.2004, 0.0188175321697656, 0.002480729637981, 0.00928684271090981, 0.155552849834165, 0.143833353594866, -0.594453840853347, -0.030627770704398, 0.496004608854437, 1.02217959866397, 0.0704851501764912, 0.21893099038554, -0.118883650128368, -0.172494925002681
"P2G", 1701, 4, 1, 0.127933243076426, 0.593024107472919, 0.849890952080784, -0.523968690676856, 0.188303219681142, 0.377120958726069, 0.849684673661289, 2, 0.4765, 0.6284, 0.9265, -0.1251, 0.0110031558569911, 0.00598071746790528, 0.00469914436015909, 0.12738232883518, 0.138355058064559, -0.565620510597974, -0.0414925492553331, 0.445093533011855, 0.925472472276974, 0.0416518199211181, 0.229795768936475, -0.067972574285786, -0.0757877986156853
"P2G", 1701, 4, 1, -1.66946155825483, 0.126680641376588, 1.40599761611697, -1.12532677047942, -0.347133751871672, 0.371638957937422, 1.03922171241964, 0, 0.7993, -1.6562, 0.2326, 1.2288, 0.00152183807918514, 0.0159881246141195, 0.00734321877274708, 0.0357492885901073, 0.00797136696179353, -1.14075969740775, -0.360939622950851, 0.371800195227772, 1.10765593800524, 0.0154329269283346, 0.0138058710791794, -0.000161237290350003, -0.0684342255856021
"P2G", 1701, 4, 1, -1.66946155825483, 0.126680641376588, 1.40599761611697, -1.12532677047942, -0.347133751871672, 0.371638957937422, 1.03922171241964, 1, 0.8562, -1.9377, 0.0699, 1.7431, 0.00975791922629561, 0.00398972375812253, 0.00572006190174568, 0.125625247911943, 0.0436802670769261, -1.26162929183079, -0.411635233255331, 0.411179520592096, 1.23626114281181, 0.136302521351377, 0.0645014813836592, -0.0395405626546745, -0.197039430392171
"P2G", 1701, 4, 1, -1.66946155825483, 0.126680641376588, 1.40599761611697, -1.12532677047942, -0.347133751871672, 0.371638957937422, 1.03922171241964, 2, 0.82, -1.8214, 0.1038, 1.5737, 0.00652903575784907, 0.00551336840004915, 0.00458648745512919, 0.0829878611348086, 0.0275698595076375, -1.20425249706704, -0.390634828075355, 0.3913353492042, 1.17720134354585, 0.0789257265876229, 0.0435010762036827, -0.0196963912667778, -0.137979631126208
"P2G", 1701, 4, 1, -0.683015891334755, -0.496421215190855, 0.251778708542598, -0.792209414425659, -0.309613209429682, -0.0629634433791559, 0.646103698152867, 0, 0.5023, 1.4471, -1.7819, -0.4579, 0.00397669620970399, 0.0223312986072175, 0.0111363437949903, 0.0940418490053158, 0.100591686796693, -0.855741937242386, -0.379403700851235, 0.0966778722786342, 0.614750330804455, 0.0635325228167269, 0.0697904914215532, -0.15964131565779, 0.0313533673484114
"P2G", 1701, 4, 1, -0.683015891334755, -0.496421215190855, 0.251778708542598, -0.792209414425659, -0.309613209429682, -0.0629634433791559, 0.646103698152867, 1, 0.4047, -3.1196, 3.3159, -1.3925, 0.0485661278621552, 0.0581626768777547, 0.0221292917092099, 0.19871705188661, 0.21205350519458, -0.76059001225638, -0.222122046405202, 0.293751237547417, 0.794609634238121, -0.0316194021692786, -0.08749116302448, -0.356714680926573, -0.148505936085255
"P2G", 1701, 4, 1, -0.683015891334755, -0.496421215190855, 0.251778708542598, -0.792209414425659, -0.309613209429682, -0.0629634433791559, 0.646103698152867, 2, 0.508, 0.1506, -0.8354, 0.0438, 0.0113681858489146, 0.00916055761681699, 0.00705749613598796, 0.115169221447375, 0.123876141467559, -0.867062694173562, -0.358901019516612, 0.145858507218732, 0.683745290992277, 0.074853279747903, 0.0492878100869303, -0.208821950597888, -0.0376415928394107
"P2G", 1701, 4, 1, 0.0942909777492569, 0.841045215808977, 1.139784701832, -0.534439728584484, 0.239988295471109, 0.513133410639247, 0.949310775649861, 0, 0.5546, 0.7813, 1.4608, -0.3018, 0.00393002358067918, 0.0297932925702752, 0.0129868507325232, 0.108948363927029, 0.106128972766806, -0.512660263900608, 0.0666820601844639, 0.574411672628162, 1.06426538558777, -0.021779464683876, 0.173306235286645, -0.0612782619889146, -0.114954609937912
"P2G", 1701, 4, 1, 0.0942909777492569, 0.841045215808977, 1.139784701832, -0.534439728584484, 0.239988295471109, 0.513133410639247, 0.949310775649861, 1, 0.5956, 0.2004, 0.4013, 1.7558, 0.0199306691606747, 0.00341128185689387, 0.0124068789157513, 0.174243362305358, 0.138974888531956, -0.618510816304036, 0.0168494782743348, 0.603417003763542, 1.18686706479445, 0.0840710877195519, 0.223138817196774, -0.0902835931242945, -0.237556289144588
"P2G", 1701, 4, 1, 0.0942909777492569, 0.841045215808977, 1.139784701832, -0.534439728584484, 0.239988295471109, 0.513133410639247, 0.949310775649861, 2, 0.5415, 0.1729, 1.2192, 0.5152, 0.0119853719876753, 0.01141951645088, 0.00714669229400368, 0.131595023169889, 0.129955593207404, -0.574269982392087, 0.0193604795018745, 0.557728650725055, 1.07976069997445, 0.0398302538076033, 0.220627815969234, -0.0445952400858074, -0.130449924324589
"P2G", 1701, 4, 1, -1.2962157712798, 0.456785988985529, 0.836484721966712, -1.00242124038964, -0.190951136295352, 0.337339937532709, 0.84506289243056, 0, 0.6374, -1.3788, 1.4427, -0.2829, 0.00377939068239434, 0.0308838191246444, 0.0123162718915562, 0.0706564119567911, 0.0346869604406834, -0.905229883739472, -0.250857975989721, 0.341892544662017, 0.928210945451, -0.0971913566501696, 0.0599068396943687, -0.00455260712930794, -0.0831480530204407
"P2G", 1701, 4, 1, -1.2962157712798, 0.456785988985529, 0.836484721966712, -1.00242124038964, -0.190951136295352, 0.337339937532709, 0.84506289243056, 1, 0.7584, -1.9396, -0.0942, 1.3075, 0.0265832732953909, 0.00741004416506815, 0.0145037890256518, 0.19752945339445, 0.155002588449869, -1.21699344476658, -0.454379390158908, 0.285542617670802, 1.03987793718733, 0.214572204376937, 0.263428253863556, 0.0517973198619071, -0.194815044756774
"P2G", 1701, 4, 1, -1.2962157712798, 0.456785988985529, 0.836484721966712, -1.00242124038964, -0.190951136295352, 0.337339937532709, 0.84506289243056, 2, 0.6462, -1.4398, 0.5624, 0.6667, 0.0120257055455306, 0.0167739526387258, 0.00871567068173553, 0.0800500982412539, 0.0617490228654908, -0.966050762856478, -0.297577053216135, 0.328988930687364, 0.95851083557286, -0.0363704775331632, 0.106625916920783, 0.00835100684534568, -0.1134479431423
"P2G", 1701, 4, 1, 0.00946952877470287, 0.277708499827166, 1.91466583762641, -0.561170853280914, 0.0756658627056986, 0.502938366481851, 1.20177419016545, 0, 0.5529, 1.6894, -1.2662, 2.1685, 0.00290179408066853, 0.0173753711968942, 0.00816229936098957, 0.0640934088334187, 0.0495743382287658, -0.576142723705206, 0.00269717611699728, 0.548197794339261, 1.10778026330266, 0.0149718704242919, 0.0729686865887013, -0.04525942785741, 0.0939939268627978
"P2G", 1701, 4, 1, 0.00946952877470287, 0.277708499827166, 1.91466583762641, -0.561170853280914, 0.0756658627056986, 0.502938366481851, 1.20177419016545, 1, 0.7084, -0.2093, 0.7919, 2.7516, 0.0248802628470896, 0.00631733349918055, 0.0118773230631387, 0.204487700602967, 0.16101260835687, -0.665507265455135, 0.0834426625200203, 0.781711933260153, 1.48213041309713, 0.104336412174221, -0.00777679981432171, -0.278773566778302, -0.280356222931679
"P2G", 1701, 4, 1, 0.00946952877470287, 0.277708499827166, 1.91466583762641, -0.561170853280914, 0.0756658627056986, 0.502938366481851, 1.20177419016545, 2, 0.5964, 0.4245, -0.0231, 2.1821, 0.0118051957895662, 0.0114261309918716, 0.00616449320376559, 0.0661026682011624, 0.0678033794973283, -0.621804372015655, 0.00835832177739439, 0.599175520159424, 1.19862259290065, 0.0606335187347409, 0.0673075409283042, -0.0962371536775731, 0.00315159726480019
"P2G", 1701, 4, 1, -1.12190686607833, -0.555400536215002, -0.324189223028158, -0.943201517565632, -0.431847687225738, -0.231293674679024, 0.464515708851466, 0, 0.458, -0.1636, 0.6766, -2.6082, 0.00230929155096372, 0.0104680086774743, 0.00678153316995942, 0.102686080026804, 0.118429078316775, -0.953246584566423, -0.499852009413854, -0.0377691234287568, 0.465209236898451, 0.010045067000791, 0.0680043221881164, -0.193524551250267, -0.000693528046984915
"P2G", 1701, 4, 1, -1.12190686607833, -0.555400536215002, -0.324189223028158, -0.943201517565632, -0.431847687225738, -0.231293674679024, 0.464515708851466, 1, 0.5462, -1.8094, -0.1693, -0.8572, 0.0177655690966794, 0.00261358379352288, 0.00951176898906511, 0.173167960391164, 0.144927702141829, -1.17398901373056, -0.629668915779074, -0.0767657546193114, 0.525125816042698, 0.23078749616493, 0.197821228553336, -0.154527920059713, -0.0606101071912313
"P2G", 1701, 4, 1, -1.12190686607833, -0.555400536215002, -0.324189223028158, -0.943201517565632, -0.431847687225738, -0.231293674679024, 0.464515708851466, 2, 0.4887, -0.6726, -0.413, -1.0935, 0.0108988888239305, 0.00470541527650579, 0.00367962705450337, 0.119841236324203, 0.127785001010903, -1.02423037420999, -0.53549215790077, -0.0357307867156844, 0.508047221984974, 0.0810288566443547, 0.103644470675033, -0.19556288796334, -0.0435315131335073
"P2G", 1701, 4, 1, -1.52787800867667, -0.818883608174329, -0.673519673710702, -1.07948970918005, -0.592627413973755, -0.390640951790083, 0.36661377926641, 0, 0.4563, -0.8916, 1.3206, -3.6289, 0.00200709221815217, 0.00901570622609008, 0.00586310546997095, 0.117876718709118, 0.135946348574849, -1.09106575476578, -0.635432735421749, -0.159098442672995, 0.36781766904888, 0.0115760455857334, 0.042805321447994, -0.231542509117088, -0.00120388978246977
"P2G", 1701, 4, 1, -1.52787800867667, -0.818883608174329, -0.673519673710702, -1.07948970918005, -0.592627413973755, -0.390640951790083, 0.36661377926641, 1, 0.4753, -2.2325, 11.495, -13.2878, 0.0108890590223526, 0.00720470440286677, 0.00829943962583714, 0.123135260604567, 0.127969046648755, -1.18635776716503, -0.7005326599085, -0.197031322379932, 0.356605927420867, 0.106868057984986, 0.107905245934745, -0.193609629410151, 0.0100078518455435
"P2G", 1701, 4, 1, -1.52787800867667, -0.818883608174329, -0.673519673710702, -1.07948970918005, -0.592627413973755, -0.390640951790083, 0.36661377926641, 2, 0.4887, -1.2837, -0.322, -1.7233, 0.00947211860729312, 0.00471314821278939, 0.00359153769659926, 0.129652797825427, 0.139099248411566, -1.16842097489416, -0.678783671004452, -0.165645613837387, 0.402458153836793, 0.0889312657141157, 0.0861562570306973, -0.224995337952696, -0.0358443745703828
"P2G", 1701, 4, 1, -1.85188025323103, 0.486343733489773, 1.04970821343659, -1.1825945269609, -0.276592493280529, 0.396280151546394, 0.91846700917106, 0, 0.6815, -2.0973, 1.191, 0.2861, 0.00304002598091338, 0.0243217612545595, 0.0104824398412469, 0.0809040785979387, 0.0261746690070253, -1.05031890970278, -0.30593702684005, 0.361722399260458, 0.999889984560243, -0.132275617258119, 0.0293445335595207, 0.0345577522859367, -0.0814229753891831
"P2G", 1701, 4, 1, -1.85188025323103, 0.486343733489773, 1.04970821343659, -1.1825945269609, -0.276592493280529, 0.396280151546394, 0.91846700917106, 1, 0.7664, -2.0811, 0.2868, 1.5455, 0.0186517357710895, 0.00981408289382761, 0.00924075863383089, 0.1292328154303, 0.0540301963121536, -1.18614100930792, -0.369960952132621, 0.402613968103158, 1.1593697249269, 0.00354648234702437, 0.0933684588520921, -0.00633381655676402, -0.240902715755843
"P2G", 1701, 4, 1, -1.85188025323103, 0.486343733489773, 1.04970821343659, -1.1825945269609, -0.276592493280529, 0.396280151546394, 0.91846700917106, 2, 0.6984, -2.0089, 0.5499, 1.0128, 0.011089735207027, 0.0132428627473486, 0.00668707278942683, 0.0854338101822936, 0.0415491271026764, -1.09223507162866, -0.339176951955897, 0.360753043286724, 1.04437142780732, -0.0903594553322391, 0.0625844586753674, 0.03552710825967, -0.12590441863626
"P2G", 1701, 4, 1, -0.668267707688467, 0.387390220962594, 1.21900151170386, -0.787141181871378, -0.0703700027629172, 0.406848824394094, 0.976290776193854, 0, 0.6732, -0.388, 0.5055, 0.7898, 0.00259988138791095, 0.0271615517012712, 0.0106360871487196, 0.0531502214623353, 0.0454158354521983, -0.780899086633432, -0.135413707614572, 0.45108806928632, 1.04751595491289, -0.00624209523794617, 0.0650437048516544, -0.0442392448922258, -0.0712251787190324
"P2G", 1701, 4, 1, -0.668267707688467, 0.387390220962594, 1.21900151170386, -0.787141181871378, -0.0703700027629172, 0.406848824394094, 0.976290776193854, 1, 0.7369, -0.9975, 0.3004, 1.6426, 0.0160213686945191, 0.00409370011862297, 0.00897270831687182, 0.150436398797726, 0.0903140927474891, -0.933268290750663, -0.20618333975609, 0.484467401688355, 1.18771783769992, 0.146127108879285, 0.135813336993173, -0.0776185772942605, -0.211427061506065
"P2G", 1701, 4, 1, -0.668267707688467, 0.387390220962594, 1.21900151170386, -0.787141181871378, -0.0703700027629172, 0.406848824394094, 0.976290776193854, 2, 0.6804, -0.7644, 0.4752, 1.2548, 0.00944157508276179, 0.0102302218296312, 0.00629222211555306, 0.0925675099178859, 0.0648509360414821, -0.842692292651523, -0.160877680610225, 0.473371692394935, 1.11257033425123, 0.0555511107801451, 0.0905076778473074, -0.0665228680008402, -0.136279558057379
"P2G", 1701, 4, 1, -0.788894055937744, -0.13044968814064, 0.540388345274503, -0.828658428119967, -0.237318397222614, 0.106021574912921, 0.743342809783855, 0, 0.5689, -0.1038, -0.1257, -0.1472, 0.00288515912074353, 0.021992672689262, 0.0102854344707, 0.0621688176149648, 0.070488035215651, -0.851387114757297, -0.315764725548843, 0.199572966660036, 0.749471840100677, 0.0227286866373305, 0.078446328326229, -0.0935513917471142, -0.00612903031682255
"P2G", 1701, 4, 1, -0.788894055937744, -0.13044968814064, 0.540388345274503, -0.828658428119967, -0.237318397222614, 0.106021574912921, 0.743342809783855, 1, 0.642, -1.1228, -0.1015, 0.776, 0.0182532303898407, 0.00377078876219268, 0.00818588299277747, 0.144951386805891, 0.109280557891403, -0.997472072257029, -0.36747406452037, 0.243448731142849, 0.883766635047946, 0.168813644137062, 0.130155667297756, -0.137427156229928, -0.140423825264092
"P2G", 1701, 4, 1, -0.788894055937744, -0.13044968814064, 0.540388345274503, -0.828658428119967, -0.237318397222614, 0.106021574912921, 0.743342809783855, 2, 0.5861, -0.664, -0.1609, 0.4396, 0.010948953297388, 0.00776732000330956, 0.00554049407547104, 0.0932431708122415, 0.0880913671181847, -0.912121222860102, -0.336764296748254, 0.221740112536712, 0.810654403320162, 0.0834627947401353, 0.09944589952564, -0.115718537623791, -0.0673115935363071
"P2G", 1701, 4, 1, 1.3779303157522, 1.58069370525721, 1.58662152108492, -0.206579515940247, 0.752199792765944, 0.802133409480716, 1.09864054561887, 0, 0.3689, 5.1761, 4.3255, -5.0876, 0.00159700455693778, 0.0036843268047544, 0.0033953156184346, 0.235171708887944, 0.270353500773661, -0.198293433983451, 0.289159547785585, 0.732371115436935, 1.14201364038033, -0.00828608195679603, 0.463040244980359, 0.0697622940437813, -0.0433730947614632
"P2G", 1701, 4, 1, 1.3779303157522, 1.58069370525721, 1.58662152108492, -0.206579515940247, 0.752199792765944, 0.802133409480716, 1.09864054561887, 1, 0.3674, 3.5253, 8.1362, -7.5164, 0.00585818393443142, 0.00112746457745741, 0.00269642529905776, 0.254480665791946, 0.293473690750023, -0.229323346501967, 0.254677545815219, 0.697960307019366, 1.11063778412228, 0.0227438305617198, 0.497522246950725, 0.10417310246135, -0.0119972385034166
"P2G", 1701, 4, 1, 1.3779303157522, 1.58069370525721, 1.58662152108492, -0.206579515940247, 0.752199792765944, 0.802133409480716, 1.09864054561887, 2, 0.3787, 2.8698, 4.8808, -3.4697, 0.00868679448314852, 0.00230761529687443, 0.00213920203299123, 0.248129780402349, 0.284474337285928, -0.235871737823234, 0.265662114326922, 0.724300041430948, 1.15000757497064, 0.029292221882987, 0.486537678439022, 0.0778333680497678, -0.051367029351773
"P2G", 1701, 4, 1, 0.322888708060086, 0.369747270328403, 0.943563940924309, -0.464899943713476, 0.182806332439791, 0.339502422491252, 0.881967055655882, 0, 0.4199, 4.9513, -3.0437, -0.0957, 0.00248755497339716, 0.00877702122556214, 0.00602467792348165, 0.106089669163522, 0.12179719827836, -0.474486707128055, -0.00861093252575752, 0.428176563019839, 0.861363826424502, 0.00958676341457898, 0.191417264965548, -0.0886741405285871, 0.0206032292313797
"P2G", 1701, 4, 1, 0.322888708060086, 0.369747270328403, 0.943563940924309, -0.464899943713476, 0.182806332439791, 0.339502422491252, 0.881967055655882, 1, 0.4012, 2.3777, -0.6076, 0.2549, 0.00850194281677137, 0.0137056500416188, 0.00599488683242193, 0.106233948852424, 0.122570031772044, -0.473109639277831, -0.00355822613711713, 0.441180784851361, 0.879737618942424, 0.0082096955643548, 0.186364558576908, -0.101678362360109, 0.00222943671345832
"P2G", 1701, 4, 1, 0.322888708060086, 0.369747270328403, 0.943563940924309, -0.464899943713476, 0.182806332439791, 0.339502422491252, 0.881967055655882, 2, 0.4496, 1.9331, -0.3281, 0.3748, 0.00908227279500787, 0.00447952079065194, 0.00424637368478032, 0.115117909312742, 0.128020514356829, -0.495011753615555, 0.00721757733819984, 0.47491418479584, 0.936133971702553, 0.0301118099020789, 0.175588755101591, -0.135411762304589, -0.0541669160466711
"P2G", 1701, 4, 1, -0.0640543914627885, 0.25895232735461, 0.743426708569728, -0.584700855793585, 0.0512811159039195, 0.261057185884402, 0.812994942398369, 0, 0.4657, 1.698, -0.2859, -0.4328, 0.00258016282652177, 0.0121956341595567, 0.00765414863633895, 0.0897486350108481, 0.103556887420696, -0.586974336109363, -0.100335838175998, 0.356892388353624, 0.819476796740072, 0.00227348031577834, 0.151616954079917, -0.0958352024692213, -0.00648185434170279
"P2G", 1701, 4, 1, -0.0640543914627885, 0.25895232735461, 0.743426708569728, -0.584700855793585, 0.0512811159039195, 0.261057185884402, 0.812994942398369, 1, 0.5384, 0.2227, 0.0618, 1.0207, 0.0183550674614883, 0.00275656116652379, 0.0072910011639674, 0.147760103237731, 0.133426162673153, -0.672654206800853, -0.103767642810585, 0.432426684565293, 0.974824413833097, 0.087953351007268, 0.155048758714504, -0.171369498680891, -0.161829471434727
"P2G", 1701, 4, 1, -0.0640543914627885, 0.25895232735461, 0.743426708569728, -0.584700855793585, 0.0512811159039195, 0.261057185884402, 0.812994942398369, 2, 0.4912, 0.5852, 0.2235, 0.2154, 0.0108316711676045, 0.00521818642143351, 0.00406830147989103, 0.108897102101714, 0.1165348720089, -0.6329138734053, -0.109803657553757, 0.382682943610639, 0.879091017433011, 0.0482130176117149, 0.161084773457677, -0.121625757726237, -0.066096075034642
"P2G", 1701, 4, 1, -0.705597603239247, -0.159785620854465, 1.08282098873199, -0.799974738473705, -0.224932129082809, 0.225912214544726, 0.929822646296267, 0, 0.6257, 0.0989, -0.7168, 0.9427, 0.003071675896524, 0.025834561234069, 0.0108819430716131, 0.0500019552859943, 0.0464416134388911, -0.849887012166693, -0.268993125441002, 0.293210795334706, 0.897587933825634, 0.0499122736929878, 0.0440609963581922, -0.0672985807899807, 0.0322347124706333
"P2G", 1701, 4, 1, -0.705597603239247, -0.159785620854465, 1.08282098873199, -0.799974738473705, -0.224932129082809, 0.225912214544726, 0.929822646296267, 1, 0.7201, -1.0132, 0.124, 1.6144, 0.0201738100246944, 0.00466995966992881, 0.0106925821256852, 0.167077928482543, 0.121759514234142, -0.954131611226909, -0.245751808018435, 0.435775691330516, 1.13819648680275, 0.154156872753204, 0.0208196789356252, -0.209863476785791, -0.208373840506483
"P2G", 1701, 4, 1, -0.705597603239247, -0.159785620854465, 1.08282098873199, -0.799974738473705, -0.224932129082809, 0.225912214544726, 0.929822646296267, 2, 0.6426, -0.6312, -0.1824, 1.1847, 0.0110602217733223, 0.0109538036763349, 0.00690961202032502, 0.0804198585874152, 0.0694421159832576, -0.897200696295661, -0.269145482120064, 0.337768380355555, 0.973980378685806, 0.097225957821956, 0.0442133530372547, -0.111856165810829, -0.0441577323895382
