"mode", "seed", "ncat", "p11", "p12", "p13", "p14", "th10", "th11", "th12", "th13", "a_iinfo1", "method", "p21", "p22", "p23", "p24", "rmse_p", "rmse_ii", "rmse_iic", "rmse_t", "rmse_tt", "th20", "th21", "th22", "th23", "a_iinfo2", "difai", "dth0", "dth1", "dth2", "dth3"
"P2Gn", 1703, 4, 1, -0.606963068705711, -0.565194605089549, 1.16743644950945, -0.770293593099741, -0.29301796141939, 0.132671095442974, 0.980561591304483, 0.689505160003549, 0, 0.5431, 3.1673, -4.1573, 1.314, 0.0373854761129796, 0.236990439163008, 0.0935971331570668, 0.105004121953206, 0.0529848817069227, -0.840069308701201, -0.312144829100994, 0.222428301288411, 0.80502635566084, 0.662835477276819, 0.0266696827267302, 0.0697757156014603, 0.0191268676816038, -0.0897572058454373, 0.175535235643643
"P2Gn", 1703, 4, 1, -0.606963068705711, -0.565194605089549, 1.16743644950945, -0.770293593099741, -0.29301796141939, 0.132671095442974, 0.980561591304483, 0.689505160003549, 1, 0.7085, -1.1315, 0.2898, 1.7995, 0.245708154252201, 0.0135273879913168, 0.136725631930283, 0.222732880350311, 0.204821563116873, -0.94334521880466, -0.218028411953018, 0.479416226084701, 1.18704951018728, 0.691861864921847, -0.0023567049182982, 0.17305162570492, -0.0749895494663716, -0.346745130641727, -0.2064879188828
"P2Gn", 1703, 4, 1, -0.606963068705711, -0.565194605089549, 1.16743644950945, -0.770293593099741, -0.29301796141939, 0.132671095442974, 0.980561591304483, 0.689505160003549, 2, 0.5338, 0.3456, -0.8575, 1.0069, 0.10541432390483, 0.142362174119398, 0.0762383390496506, 0.106837087039884, 0.0985529291979014, -0.783128349870753, -0.238258065112753, 0.294347912943029, 0.852679293362821, 0.646580463319571, 0.0429246966839784, 0.0128347567710121, -0.0547598963066369, -0.161676817500055, 0.127882297941662
"P2Gn", 1703, 4, 1, -2.18547442188002, 0.0742001241044672, 0.155819540641819, -1.39715721466556, -0.426790071955949, 0.0574889410074631, 0.614527042041893, 0.616469020678134, 0, 0.509, -2.937, 3.4171, -3.2246, 0.0269018401217164, 0.171468289395676, 0.0669715892329184, 0.183271396200377, 0.0243558887362529, -1.03336931624679, -0.462320688814215, 0.0802310432425088, 0.629770259438446, 0.553259784093274, 0.0632092365848599, -0.363787898418771, 0.0355306168582664, -0.0227421022350457, -0.0152432173965533
"P2Gn", 1703, 4, 1, -2.18547442188002, 0.0742001241044672, 0.155819540641819, -1.39715721466556, -0.426790071955949, 0.0574889410074631, 0.614527042041893, 0.616469020678134, 1, 0.8722, -4.1121, -1.5845, 0.4077, 0.323599767122384, 0.0160043693639441, 0.181772013199269, 0.478884133935669, 0.429669101806771, -1.99464304982472, -1.11291325283631, -0.230749834664593, 0.695051079341961, 0.615804421744208, 0.000664598933925786, 0.597485835159167, 0.686123180880363, 0.288238775672056, -0.0805240373000681
"P2Gn", 1703, 4, 1, -2.18547442188002, 0.0742001241044672, 0.155819540641819, -1.39715721466556, -0.426790071955949, 0.0574889410074631, 0.614527042041893, 0.616469020678134, 2, 0.5341, -2.3893, 1.1132, -1.1184, 0.0708042429879621, 0.132262380729898, 0.0596077253277537, 0.168515907512447, 0.0380632649385918, -1.06735722914105, -0.492498223180749, 0.0628625130014977, 0.636343950018379, 0.58218385429561, 0.0342851663825232, -0.329799985524506, 0.0657081512248003, -0.00537357199403458, -0.0218169079764861
"P2Gn", 1703, 4, 1, -0.860839512221541, 0.0643725648517224, 0.37663073895532, -0.863476350668102, -0.1921193051165, 0.109803610939444, 0.689084110547703, 0.694128965481756, 0, 0.509, -0.4407, 1.1368, -1.2485, 0.0235553055977036, 0.151785127517753, 0.0557766458915224, 0.0735828541083603, 0.0773920450079764, -0.805829056039758, -0.29313422859202, 0.197920414823748, 0.708213909433521, 0.682133606639214, 0.0119953588425419, -0.0576472946283446, 0.10101492347552, -0.0881168038843033, -0.0191297988858181
"P2Gn", 1703, 4, 1, -0.860839512221541, 0.0643725648517224, 0.37663073895532, -0.863476350668102, -0.1921193051165, 0.109803610939444, 0.689084110547703, 0.694128965481756, 1, 0.6525, -1.4312, -0.2238, 0.8623, 0.186442789867433, 0.0147729973738745, 0.102552957654999, 0.190295032153887, 0.147191085792979, -1.07559693633544, -0.426896586662353, 0.209178030589008, 0.875787101887398, 0.69582095784286, -0.0016919923611044, 0.212120585667343, 0.234777281545853, -0.0993744196495635, -0.186702991339695
"P2Gn", 1703, 4, 1, -0.860839512221541, 0.0643725648517224, 0.37663073895532, -0.863476350668102, -0.1921193051165, 0.109803610939444, 0.689084110547703, 0.694128965481756, 2, 0.5102, -0.4699, 0.2371, -0.3907, 0.0585874405976548, 0.107864263361806, 0.0436506684260424, 0.0767608359789397, 0.0871487586822823, -0.845450616775938, -0.325144407404057, 0.181141122677471, 0.710514422230076, 0.646271721047039, 0.0478572444347164, -0.0180257338921646, 0.133025102287556, -0.0713375117380271, -0.0214303116823724
"P2Gn", 1703, 4, 1, -2.02544818810955, 0.577816851468569, 1.35198079200656, -1.32936553936794, -0.271831374776259, 0.470547881857604, 1.05316927273578, 0.688030921838266, 0, 0.7352, -2.2721, 1.042, 0.8339, 0.0187847087023583, 0.206880144964622, 0.0702739789194467, 0.11170394678817, 0.0207941359363727, -1.12034739889204, -0.293450513849258, 0.441741613550803, 1.12334986546762, 0.671045391940317, 0.0169855298979495, -0.209018140475903, 0.0216191390729991, 0.0288062683068003, -0.070180592731838
"P2Gn", 1703, 4, 1, -2.02544818810955, 0.577816851468569, 1.35198079200656, -1.32936553936794, -0.271831374776259, 0.470547881857604, 1.05316927273578, 0.688030921838266, 1, 0.8203, -1.9437, 0.2689, 1.9265, 0.132591977471074, 0.0305445897565787, 0.0743207271109165, 0.137454260401449, 0.0436218829252933, -1.2013632577308, -0.347299951581422, 0.474167263689777, 1.28442995831783, 0.683682266285496, 0.0043486555527702, -0.12800228163714, 0.0754685768051639, -0.00361938183217331, -0.23126068558205
"P2Gn", 1703, 4, 1, -2.02544818810955, 0.577816851468569, 1.35198079200656, -1.32936553936794, -0.271831374776259, 0.470547881857604, 1.05316927273578, 0.688030921838266, 2, 0.7146, -1.9163, 0.5042, 1.2234, 0.0801063044742288, 0.0913552271221341, 0.0404486865532545, 0.130335454104515, 0.0528664865380741, -1.08869347808169, -0.322183626222314, 0.394067512017008, 1.09368698622143, 0.670595387073304, 0.0174355347649624, -0.240672061286253, 0.0503522514460554, 0.0764803698405959, -0.0405177134856545
"P2Gn", 1703, 4, 1, 0.175784042068986, 0.729150054900141, 0.913520843095702, -0.509299686876286, 0.223362368974081, 0.410086072063946, 0.883257172302874, 0.595019466191951, 0, 0.455, 1.4266, 1.7258, -1.462, 0.0240554150621529, 0.156509611865218, 0.0575264085789423, 0.110237313350984, 0.124379018061988, -0.482455284646997, 0.0181639604973993, 0.475691205710862, 0.921702180901274, 0.586934067574833, 0.0080853986171181, -0.0268444022292891, 0.205198408476682, -0.0656051336469163, -0.0384450085984001
"P2Gn", 1703, 4, 1, 0.175784042068986, 0.729150054900141, 0.913520843095702, -0.509299686876286, 0.223362368974081, 0.410086072063946, 0.883257172302874, 0.595019466191951, 1, 0.5743, -0.1142, 0.4116, 1.721, 0.198430421953963, 0.0190183947371017, 0.111317990302273, 0.209777932877532, 0.171890080870489, -0.666600954778498, -0.0411736578064001, 0.546685084652568, 1.13354667647924, 0.597926852288027, -0.00290738609607555, 0.157301267902212, 0.264536026780481, -0.136599012588622, -0.250289504176361
"P2Gn", 1703, 4, 1, 0.175784042068986, 0.729150054900141, 0.913520843095702, -0.509299686876286, 0.223362368974081, 0.410086072063946, 0.883257172302874, 0.595019466191951, 2, 0.4338, 0.9807, 1.3107, -0.8953, 0.0550847226156609, 0.0946675695968986, 0.0386861257481306, 0.131252864795967, 0.151031561799963, -0.527798387826253, -0.0380351476218764, 0.420231824706035, 0.871618523216778, 0.539381103768365, 0.0556383624235862, 0.0184987009499672, 0.261397516595957, -0.0101457526420889, 0.0116386490860964
"P2Gn", 1703, 4, 1, -0.216191963105505, 0.498561864542645, 0.566007335811009, -0.634573656404449, 0.0691026095454245, 0.266091733570684, 0.755611738316675, 0.629551917981381, 0, 0.4493, 0.6677, 3.0561, -3.0538, 0.0283835568624953, 0.155213742150505, 0.0615657009915674, 0.100597958108813, 0.110755201291341, -0.58782870353899, -0.106012953372121, 0.344415953728485, 0.794271306925226, 0.615019027643173, 0.0145328903382083, -0.0467449528654589, 0.175115562917545, -0.078324220157801, -0.0386595686085507
"P2Gn", 1703, 4, 1, -0.216191963105505, 0.498561864542645, 0.566007335811009, -0.634573656404449, 0.0691026095454245, 0.266091733570684, 0.755611738316675, 0.629551917981381, 1, 0.5792, -0.6696, 0.1378, 1.1945, 0.215012996603447, 0.0183877925001296, 0.112966326769972, 0.207944406239334, 0.17319068292273, -0.820600025307293, -0.209592399382709, 0.377060783094737, 0.975549585137126, 0.63337737251383, -0.00382545453244909, 0.186026368902844, 0.278695008928134, -0.110969049524054, -0.21993784682045
"P2Gn", 1703, 4, 1, -0.216191963105505, 0.498561864542645, 0.566007335811009, -0.634573656404449, 0.0691026095454245, 0.266091733570684, 0.755611738316675, 0.629551917981381, 2, 0.4319, 0.5873, 1.2618, -1.4728, 0.052533747333238, 0.102182038082175, 0.0471613559527487, 0.115225010492659, 0.132910546100186, -0.6312924318911, -0.159789697133343, 0.290667163113658, 0.745571521990452, 0.570807066519833, 0.0587448514615482, -0.00328122451334845, 0.228892306678768, -0.0245754295429746, 0.0100402163262239
"P2Gn", 1703, 4, 1, -0.929086045317967, -0.663449436369204, 0.32002605066858, -0.889129419954789, -0.39696454687234, -0.0824515766889369, 0.669651546813618, 0.688423533726027, 0, 0.5505, 0.6823, -1.705, -0.1003, 0.0292351780173216, 0.226021640821176, 0.0803402888633941, 0.0861853676555854, 0.0857091811126953, -0.961972852741477, -0.458412088492637, 0.0526868368353024, 0.62099650071829, 0.713955645212266, -0.0255321114862387, 0.0728434327866889, 0.061447541620297, -0.135138413524239, 0.0486550460953274
"P2Gn", 1703, 4, 1, -0.929086045317967, -0.663449436369204, 0.32002605066858, -0.889129419954789, -0.39696454687234, -0.0824515766889369, 0.669651546813618, 0.688423533726027, 1, 0.6534, -1.5133, -0.2999, 0.8009, 0.184153093363756, 0.0149620764457889, 0.112487621162239, 0.195287915882519, 0.155284833002506, -1.10678112328688, -0.458959765679064, 0.17926722455957, 0.850861586032585, 0.690462594180062, -0.00203906045403524, 0.217651703332095, 0.0619952188067245, -0.261718801248507, -0.181210039218967
"P2Gn", 1703, 4, 1, -0.929086045317967, -0.663449436369204, 0.32002605066858, -0.889129419954789, -0.39696454687234, -0.0824515766889369, 0.669651546813618, 0.688423533726027, 2, 0.5112, -0.0222, -0.8515, 0.0016, 0.0613304700987712, 0.119727632027565, 0.0554003837420626, 0.100484117574671, 0.115736063773044, -0.902131495495913, -0.391929055081899, 0.11794591130795, 0.663763576226941, 0.632209451876723, 0.0562140818493044, 0.0130020755411244, -0.00503549179044055, -0.200397487996887, 0.00588797058667712
"P2Gn", 1703, 4, 1, -0.754663258286936, -0.448114238620482, 1.7488273161047, -0.824063064147214, -0.299518836854747, 0.265320811658949, 1.21399587250156, 0.688961902872535, 0, 0.5949, 0.7041, -1.8493, 2.0994, 0.0278768782149701, 0.216862847346155, 0.0790261994109596, 0.127557828558746, 0.0275773124162515, -0.872233074406477, -0.287603543303711, 0.31157608443842, 0.968064735518455, 0.646556596359453, 0.0424053065130821, 0.0481700102592633, -0.0119152935510363, -0.0462552727794708, 0.245931136983102
"P2Gn", 1703, 4, 1, -0.754663258286936, -0.448114238620482, 1.7488273161047, -0.824063064147214, -0.299518836854747, 0.265320811658949, 1.21399587250156, 0.688961902872535, 1, 0.7819, -1.277, 0.3946, 2.3066, 0.234574876635403, 0.0204043864459732, 0.122434315483401, 0.197999903735632, 0.186535425732676, -0.999505564979357, -0.202692488596921, 0.573559442337951, 1.36113315961543, 0.688941519947546, 0.0000203829249882936, 0.175442500832143, -0.0968263482578264, -0.308238630679002, -0.147137287113869
"P2Gn", 1703, 4, 1, -0.754663258286936, -0.448114238620482, 1.7488273161047, -0.824063064147214, -0.299518836854747, 0.265320811658949, 1.21399587250156, 0.688961902872535, 2, 0.6023, -0.2634, -0.6052, 1.6941, 0.0957526250050746, 0.132710607819979, 0.0605695215319117, 0.123891945612276, 0.0615649631465711, -0.853364514240534, -0.244733161737347, 0.356804492518688, 0.992258307548993, 0.658651267951911, 0.0303106349206237, 0.0293014500933207, -0.0547856751174005, -0.0914836808597393, 0.221737564952565
"P2Gn", 1703, 4, 1, -0.0318003792421812, 0.349842941905852, 1.03542657000517, -0.574182610484765, 0.07902925921508, 0.339593883230115, 0.92957852866501, 0.653866820685142, 0, 0.4895, 1.4758, -0.3597, 0.3098, 0.0187423790282463, 0.134167520084187, 0.045540188906949, 0.080463979064326, 0.0918698511479896, -0.571307059445069, -0.0560210591177799, 0.423746246049317, 0.905717886095834, 0.641582732489824, 0.0122840881953182, -0.00287555103969617, 0.13505031833286, -0.0841523628192014, 0.0238606425691764
"P2Gn", 1703, 4, 1, -0.0318003792421812, 0.349842941905852, 1.03542657000517, -0.574182610484765, 0.07902925921508, 0.339593883230115, 0.92957852866501, 0.653866820685142, 1, 0.6312, -0.4525, 0.4606, 1.7172, 0.183070252997038, 0.0171513531998941, 0.0984973607608902, 0.196519956401544, 0.149677121196903, -0.745016044759814, -0.0803362766721824, 0.544074561536753, 1.17059012374017, 0.656666798566005, -0.00279997788086295, 0.170833434275049, 0.159365535887262, -0.204480678306638, -0.241011595075163
"P2Gn", 1703, 4, 1, -0.0318003792421812, 0.349842941905852, 1.03542657000517, -0.574182610484765, 0.07902925921508, 0.339593883230115, 0.92957852866501, 0.653866820685142, 2, 0.4914, 0.7148, 0.1936, 0.4486, 0.0543434925871806, 0.0974250901156463, 0.0331462458179342, 0.0877163491380057, 0.0999327580535919, -0.601581967226162, -0.0717187637298093, 0.42465093452394, 0.92143982619063, 0.607641708555255, 0.0462251121298874, 0.0273993567413969, 0.150748022944889, -0.0850570512938249, 0.00813870247438009
"P2Gn", 1703, 4, 1, -0.549243567008786, 0.516790135589843, 2.11925691273906, -0.749631661948464, -0.0077364043847802, 0.592596705190541, 1.36901881684972, 0.753364296773204, 0, 0.7124, -0.2598, 0.3129, 2.1358, 0.0113112892112917, 0.107571447631687, 0.0370488425518291, 0.0403016436378354, 0.0251226998497887, -0.746292425340415, -0.0401698863213741, 0.621605658854821, 1.30125238507637, 0.748603200125439, 0.00476109664776447, -0.00333923660804836, 0.0324334819365939, -0.0290089536642801, 0.0677664317733497
"P2Gn", 1703, 4, 1, -0.549243567008786, 0.516790135589843, 2.11925691273906, -0.749631661948464, -0.0077364043847802, 0.592596705190541, 1.36901881684972, 0.753364296773204, 1, 0.8336, -0.8505, 0.738, 2.4613, 0.102569302702872, 0.00558708603101015, 0.0635835729727977, 0.123987447518736, 0.0856270927294412, -0.877292940867867, -0.0494549773521436, 0.734918726316773, 1.52132820397218, 0.753420927967302, -0.0000566311940987108, 0.127661278919403, 0.0417185729673634, -0.142322021126232, -0.152309387122459
"P2Gn", 1703, 4, 1, -0.549243567008786, 0.516790135589843, 2.11925691273906, -0.749631661948464, -0.0077364043847802, 0.592596705190541, 1.36901881684972, 0.753364296773204, 2, 0.7208, -0.5031, 0.5061, 2.0696, 0.038590110698261, 0.0712790730973329, 0.0267096913909974, 0.0412165161706337, 0.0328047169794526, -0.778298049422884, -0.0516921005837312, 0.62860149848215, 1.31662612001289, 0.729663120393952, 0.0237011763792517, 0.0286663874744203, 0.043955696198951, -0.0360047932916089, 0.0523926968368387
"P2Gn", 1703, 4, 1, -0.681595254910435, -0.133861039604479, 0.677474753452283, -0.797304998430394, -0.20132881583035, 0.132217310620182, 0.79580515900434, 0.72165772287155, 0, 0.5441, 0.2447, -0.462, 0.1279, 0.0202937590207433, 0.160250346504681, 0.052587711077626, 0.0642469235891896, 0.0721541081668775, -0.808140729716823, -0.281071870449969, 0.228444599972032, 0.767973347814326, 0.727191298120144, -0.0055335752485941, 0.0108357312864297, 0.0797430546196197, -0.0962272893518504, 0.0278318111900134
