"mode", "seed", "ncat", "p11", "p12", "p13", "p14", "th10", "th11", "th12", "th13", "info", "p21", "p22", "p23", "p24", "rmse_p", "rmse_ii", "rmse_iic", "rmse_t", "rmse_tt", "th20", "th21", "th22", "th23", "dth0", "dth1", "dth2", "dth3"
"G2P", 1701, 4, 1, -1.60341369329408, -1.13879933211689, 1.53491733548862, -1.52548142088703, -0.76043998809798, 0.127036502290296, 1.13794230385492, 0, 1.1488, -1.899, -0.9545, 1.4925, 0.00206995696468575, 0.0303800216102584, 0.0119233072651693, 0.099406141853578, 0.0143225573382192, -1.33271590575672, -0.782241452309471, 0.115199986571774, 1.17980366292603, -0.192765515130311, 0.0218014642114912, 0.0118365157185212, -0.041861359071115
"G2P", 1701, 4, 1, -1.60341369329408, -1.13879933211689, 1.53491733548862, -1.52548142088703, -0.76043998809798, 0.127036502290296, 1.13794230385492, 1, 1.2867, -1.6665, -0.9418, 1.7345, 0.00707118723207073, 0.0218966662907225, 0.011047935217139, 0.150808483742755, 0.0298521801464306, -1.34476406054636, -0.792112711416227, 0.167905764286209, 1.37382484404849, -0.180717360340669, 0.031672723318247, -0.0408692619959135, -0.23588254019357
"G2P", 1701, 4, 1, -1.60341369329408, -1.13879933211689, 1.53491733548862, -1.52548142088703, -0.76043998809798, 0.127036502290296, 1.13794230385492, 2, 1.2362, -1.6591, -0.9873, 1.5976, 0.00558255882471503, 0.0236215132397547, 0.00980910394701423, 0.131267071183282, 0.0140899293023975, -1.3072893258857, -0.784605704148999, 0.13044186438282, 1.28188954163265, -0.218192095001326, 0.024165716051019, -0.0034053620925244, -0.143947237777734
"G2P", 1701, 4, 1, -2.83194181435478, 0.426470450826252, 1.06254067784207, -1.55201433961393, -0.476049514735919, 0.404316313902674, 1.19366632558712, 0, 1.2038, -2.6558, 0.2544, 1.2479, 0.00179084379635276, 0.0237707369666583, 0.0110355944729981, 0.0610344799493254, 0.0160762734116999, -1.64234236678089, -0.470141511552549, 0.431527252857596, 1.1164242465211, 0.0903280271669546, -0.00590800318336948, -0.0272109389549219, 0.0772420790660191
"G2P", 1701, 4, 1, -2.83194181435478, 0.426470450826252, 1.06254067784207, -1.55201433961393, -0.476049514735919, 0.404316313902674, 1.19366632558712, 1, 1.325, -2.7662, 0.4113, 1.0449, 0.00884249354705432, 0.00994869272704301, 0.00590480548403874, 0.141950203752963, 0.0377691754055814, -1.80759701813888, -0.441638491846354, 0.459952752826698, 1.08879781750393, 0.255582678524942, -0.0344110228895644, -0.0556364389240236, 0.104868508083189
"G2P", 1701, 4, 1, -2.83194181435478, 0.426470450826252, 1.06254067784207, -1.55201433961393, -0.476049514735919, 0.404316313902674, 1.19366632558712, 2, 1.3186, -2.8161, 0.4176, 1.0187, 0.00967512044345161, 0.00989665971628553, 0.00564483529298277, 0.148611326827695, 0.0346672327285101, -1.81742161092697, -0.441437655946549, 0.453382293015526, 1.07410531561746, 0.265407271313034, -0.0346118587893702, -0.0490659791128512, 0.119561009969653
"G2P", 1701, 4, 1, 0.0487127321259882, 0.433460251207046, 0.559424674667953, -0.75707968251708, -0.0418298022749879, 0.513047553817474, 1.12641202892854, 0, 1.4917, -0.2276, 0.3794, 0.8974, 0.00292820985706716, 0.0668856120969212, 0.0244837018497984, 0.0646018197339823, 0.0699000301333656, -0.759390556265078, 0.0517412862401853, 0.436219863288461, 1.08135431398035, 0.00231087374799843, -0.0935710885151732, 0.0768276905290134, 0.0450577149481901
"G2P", 1701, 4, 1, 0.0487127321259882, 0.433460251207046, 0.559424674667953, -0.75707968251708, -0.0418298022749879, 0.513047553817474, 1.12641202892854, 1, 1.7778, 0.0867, 0.2932, 0.6594, 0.0153645977681692, 0.015333552699682, 0.0180343454743757, 0.14104719071658, 0.139585174475982, -0.649305625446357, 0.143929910974172, 0.35830456775975, 1.02889315968672, -0.107774057070723, -0.18575971324916, 0.154742986057724, 0.0975188692418147
"G2P", 1701, 4, 1, 0.0487127321259882, 0.433460251207046, 0.559424674667953, -0.75707968251708, -0.0418298022749879, 0.513047553817474, 1.12641202892854, 2, 1.7031, -0.002, 0.3296, 0.6999, 0.0112617941519981, 0.0238491399745718, 0.0146813248190232, 0.120446852240677, 0.121640971371333, -0.683742970450893, 0.121220525002585, 0.379615291889706, 1.03551689279031, -0.0733367120661869, -0.163050327277573, 0.133432261927768, 0.0908951361382253
"G2P", 1701, 4, 1, -1.23928623843075, -0.0825501691750181, -0.0521993903231151, -1.25254090825471, -0.566660038769334, 0.0471770640626354, 0.780856618994859, 0, 1.4087, -1.3149, -0.3035, 0.2739, 0.00244973177204231, 0.0472627106501393, 0.0186787404809662, 0.0406206187572754, 0.0459331634339109, -1.25345524152316, -0.511127012210981, -0.00979353774573863, 0.764432972675275, 0.000914333268450029, -0.0555330265583535, 0.056970601808374, 0.0164236463195836
